char,char_x_center,char_y_center,char_xmax,char_xmin,char_ymax,char_ymin,trial_id,assigned_line
l,405.34375,771.5,417.84375,392.84375,787.0,756.0,trial_001,8
a,430.546875,775.5,443.046875,418.046875,787.0,764.0,trial_001,8
s,455.75,775.5,468.25,443.25,787.0,764.0,trial_001,8
 ,480.953125,787.0,493.453125,468.453125,787.0,787.0,trial_001,8
c,506.15625,775.5,518.65625,493.65625,787.0,764.0,trial_001,8
a,531.359375,775.5,543.859375,518.859375,787.0,764.0,trial_001,8
u,556.5625,775.5,569.0625,544.0625,787.0,764.0,trial_001,8
s,581.765625,775.5,594.265625,569.265625,787.0,764.0,trial_001,8
a,606.96875,775.5,619.46875,594.46875,787.0,764.0,trial_001,8
s,632.171875,775.5,644.671875,619.671875,787.0,764.0,trial_001,8
:,657.375,775.5,669.875,644.875,787.0,764.0,trial_001,8
 ,682.578125,787.0,695.078125,670.078125,787.0,787.0,trial_001,8
f,707.78125,772.0,720.28125,695.28125,787.0,757.0,trial_001,8
i,732.984375,772.0,745.484375,720.484375,787.0,757.0,trial_001,8
s,758.1875,775.5,770.6875,745.6875,787.0,764.0,trial_001,8
i,783.390625,772.0,795.890625,770.890625,787.0,757.0,trial_001,8
o,808.59375,775.5,821.09375,796.09375,787.0,764.0,trial_001,8
l,833.796875,771.5,846.296875,821.296875,787.0,756.0,trial_001,8
ó,859.0,772.0,871.5,846.5,787.0,757.0,trial_001,8
g,884.203125,780.0,896.703125,871.703125,796.0,764.0,trial_001,8
i,909.40625,772.0,921.90625,896.90625,787.0,757.0,trial_001,8
c,934.609375,775.5,947.109375,922.109375,787.0,764.0,trial_001,8
a,959.8125,775.5,972.3125,947.3125,787.0,764.0,trial_001,8
s,985.015625,775.5,997.515625,972.515625,787.0,764.0,trial_001,8
",",1010.21875,788.0,1022.71875,997.71875,795.0,781.0,trial_001,8
 ,1035.421875,787.0,1047.921875,1022.921875,787.0,787.0,trial_001,8
e,1060.625,775.5,1073.125,1048.125,787.0,764.0,trial_001,8
c,1085.828125,775.5,1098.328125,1073.328125,787.0,764.0,trial_001,8
o,1111.03125,775.5,1123.53125,1098.53125,787.0,764.0,trial_001,8
l,1136.234375,771.5,1148.734375,1123.734375,787.0,756.0,trial_001,8
ó,1161.4375,772.0,1173.9375,1148.9375,787.0,757.0,trial_001,8
g,1186.640625,780.0,1199.140625,1174.140625,796.0,764.0,trial_001,8
i,1211.84375,772.0,1224.34375,1199.34375,787.0,757.0,trial_001,8
c,1237.046875,775.5,1249.546875,1224.546875,787.0,764.0,trial_001,8
a,1262.25,775.5,1274.75,1249.75,787.0,764.0,trial_001,8
s,1287.453125,775.5,1299.953125,1274.953125,787.0,764.0,trial_001,8
 ,1312.65625,787.0,1325.15625,1300.15625,787.0,787.0,trial_001,8
o,1337.859375,775.5,1350.359375,1325.359375,787.0,764.0,trial_001,8
 ,1363.0625,787.0,1375.5625,1350.5625,787.0,787.0,trial_001,8
p,1388.265625,780.0,1400.765625,1375.765625,796.0,764.0,trial_001,8
u,1413.46875,775.5,1425.96875,1400.96875,787.0,764.0,trial_001,8
r,1438.671875,775.5,1451.171875,1426.171875,787.0,764.0,trial_001,8
a,1463.875,775.5,1476.375,1451.375,787.0,764.0,trial_001,8
m,1489.078125,775.5,1501.578125,1476.578125,787.0,764.0,trial_001,8
e,1514.28125,775.5,1526.78125,1501.78125,787.0,764.0,trial_001,8
n,1539.484375,775.5,1551.984375,1526.984375,787.0,764.0,trial_001,8
t,1564.6875,772.5,1577.1875,1552.1875,787.0,758.0,trial_001,8
e,1589.890625,775.5,1602.390625,1577.390625,787.0,764.0,trial_001,8
a,52.5,859.5,65,40,871.0,848.0,trial_001,9
m,77.703125,859.5,90.203125,65.203125,871.0,848.0,trial_001,9
b,102.90625,856.0,115.40625,90.40625,871.0,841.0,trial_001,9
i,128.109375,856.0,140.609375,115.609375,871.0,841.0,trial_001,9
e,153.3125,859.5,165.8125,140.8125,871.0,848.0,trial_001,9
n,178.515625,859.5,191.015625,166.015625,871.0,848.0,trial_001,9
t,203.71875,856.5,216.21875,191.21875,871.0,842.0,trial_001,9
a,228.921875,859.5,241.421875,216.421875,871.0,848.0,trial_001,9
l,254.125,855.5,266.625,241.625,871.0,840.0,trial_001,9
e,279.328125,859.5,291.828125,266.828125,871.0,848.0,trial_001,9
s,304.53125,859.5,317.03125,292.03125,871.0,848.0,trial_001,9
.,329.734375,868.0,342.234375,317.234375,871.0,865.0,trial_001,9
 ,354.9375,871.0,367.4375,342.4375,871.0,871.0,trial_001,9
A,380.640625,857.0,393.640625,367.640625,871.0,843.0,trial_001,9
 ,405.34375,871.0,417.84375,392.84375,871.0,871.0,trial_001,9
e,430.546875,859.5,443.046875,418.046875,871.0,848.0,trial_001,9
s,455.75,859.5,468.25,443.25,871.0,848.0,trial_001,9
t,480.953125,856.5,493.453125,468.453125,871.0,842.0,trial_001,9
a,506.15625,859.5,518.65625,493.65625,871.0,848.0,trial_001,9
s,531.359375,859.5,543.859375,518.859375,871.0,848.0,trial_001,9
 ,556.5625,871.0,569.0625,544.0625,871.0,871.0,trial_001,9
c,581.765625,859.5,594.265625,569.265625,871.0,848.0,trial_001,9
a,606.96875,859.5,619.46875,594.46875,871.0,848.0,trial_001,9
b,632.171875,856.0,644.671875,619.671875,871.0,841.0,trial_001,9
r,657.375,859.5,669.875,644.875,871.0,848.0,trial_001,9
í,682.578125,856.0,695.078125,670.078125,871.0,841.0,trial_001,9
a,707.78125,859.5,720.28125,695.28125,871.0,848.0,trial_001,9
 ,732.984375,871.0,745.484375,720.484375,871.0,871.0,trial_001,9
a,758.1875,859.5,770.6875,745.6875,871.0,848.0,trial_001,9
ñ,783.390625,856.0,795.890625,770.890625,871.0,841.0,trial_001,9
a,808.59375,859.5,821.09375,796.09375,871.0,848.0,trial_001,9
d,833.796875,856.0,846.296875,821.296875,871.0,841.0,trial_001,9
i,859.0,856.0,871.5,846.5,871.0,841.0,trial_001,9
r,884.203125,859.5,896.703125,871.703125,871.0,848.0,trial_001,9
 ,909.40625,871.0,921.90625,896.90625,871.0,871.0,trial_001,9
p,934.609375,864.0,947.109375,922.109375,880.0,848.0,trial_001,9
o,959.8125,859.5,972.3125,947.3125,871.0,848.0,trial_001,9
s,985.015625,859.5,997.515625,972.515625,871.0,848.0,trial_001,9
i,1010.21875,856.0,1022.71875,997.71875,871.0,841.0,trial_001,9
b,1035.421875,856.0,1047.921875,1022.921875,871.0,841.0,trial_001,9
l,1060.625,855.5,1073.125,1048.125,871.0,840.0,trial_001,9
e,1085.828125,859.5,1098.328125,1073.328125,871.0,848.0,trial_001,9
s,1111.03125,859.5,1123.53125,1098.53125,871.0,848.0,trial_001,9
 ,1136.234375,871.0,1148.734375,1123.734375,871.0,871.0,trial_001,9
c,1161.4375,859.5,1173.9375,1148.9375,871.0,848.0,trial_001,9
a,1186.640625,859.5,1199.140625,1174.140625,871.0,848.0,trial_001,9
u,1211.84375,859.5,1224.34375,1199.34375,871.0,848.0,trial_001,9
s,1237.046875,859.5,1249.546875,1224.546875,871.0,848.0,trial_001,9
a,1262.25,859.5,1274.75,1249.75,871.0,848.0,trial_001,9
s,1287.453125,859.5,1299.953125,1274.953125,871.0,848.0,trial_001,9
 ,1312.65625,871.0,1325.15625,1300.15625,871.0,871.0,trial_001,9
d,1337.859375,856.0,1350.359375,1325.359375,871.0,841.0,trial_001,9
e,1363.0625,859.5,1375.5625,1350.5625,871.0,848.0,trial_001,9
 ,1388.265625,871.0,1400.765625,1375.765625,871.0,871.0,trial_001,9
d,1413.46875,856.0,1425.96875,1400.96875,871.0,841.0,trial_001,9
e,1438.671875,859.5,1451.171875,1426.171875,871.0,848.0,trial_001,9
t,1463.875,856.5,1476.375,1451.375,871.0,842.0,trial_001,9
e,1489.078125,859.5,1501.578125,1476.578125,871.0,848.0,trial_001,9
r,1514.28125,859.5,1526.78125,1501.78125,871.0,848.0,trial_001,9
m,1539.484375,859.5,1551.984375,1526.984375,871.0,848.0,trial_001,9
i,1564.6875,856.0,1577.1875,1552.1875,871.0,841.0,trial_001,9
n,1589.890625,859.5,1602.390625,1577.390625,871.0,848.0,trial_001,9
a,1615.09375,859.5,1627.59375,1602.59375,871.0,848.0,trial_001,9
c,1640.296875,859.5,1652.796875,1627.796875,871.0,848.0,trial_001,9
i,1665.5,856.0,1678.0,1653.0,871.0,841.0,trial_001,9
ó,1690.703125,856.0,1703.203125,1678.203125,871.0,841.0,trial_001,9
n,1715.90625,859.5,1728.40625,1703.40625,871.0,848.0,trial_001,9
g,52.5,948.0,65,40,964.0,932.0,trial_001,10
e,77.703125,943.5,90.203125,65.203125,955.0,932.0,trial_001,10
n,102.90625,943.5,115.40625,90.40625,955.0,932.0,trial_001,10
é,128.109375,940.0,140.609375,115.609375,955.0,925.0,trial_001,10
t,153.3125,940.5,165.8125,140.8125,955.0,926.0,trial_001,10
i,178.515625,940.0,191.015625,166.015625,955.0,925.0,trial_001,10
c,203.71875,943.5,216.21875,191.21875,955.0,932.0,trial_001,10
a,228.921875,943.5,241.421875,216.421875,955.0,932.0,trial_001,10
 ,254.125,955.0,266.625,241.625,955.0,955.0,trial_001,10
n,279.328125,943.5,291.828125,266.828125,955.0,932.0,trial_001,10
o,304.53125,943.5,317.03125,292.03125,955.0,932.0,trial_001,10
 ,329.734375,955.0,342.234375,317.234375,955.0,955.0,trial_001,10
a,354.9375,943.5,367.4375,342.4375,955.0,932.0,trial_001,10
m,380.140625,943.5,392.640625,367.640625,955.0,932.0,trial_001,10
b,405.34375,940.0,417.84375,392.84375,955.0,925.0,trial_001,10
i,430.546875,940.0,443.046875,418.046875,955.0,925.0,trial_001,10
e,455.75,943.5,468.25,443.25,955.0,932.0,trial_001,10
n,480.953125,943.5,493.453125,468.453125,955.0,932.0,trial_001,10
t,506.15625,940.5,518.65625,493.65625,955.0,926.0,trial_001,10
a,531.359375,943.5,543.859375,518.859375,955.0,932.0,trial_001,10
l,556.5625,939.5,569.0625,544.0625,955.0,924.0,trial_001,10
i,581.765625,940.0,594.265625,569.265625,955.0,925.0,trial_001,10
s,606.96875,943.5,619.46875,594.46875,955.0,932.0,trial_001,10
t,632.171875,940.5,644.671875,619.671875,955.0,926.0,trial_001,10
a,657.375,943.5,669.875,644.875,955.0,932.0,trial_001,10
.,682.578125,952.0,695.078125,670.078125,955.0,949.0,trial_001,10
L,476.25,67.0,491.75,460.75,84,50,trial_001,0
a,507.453125,70.5,522.953125,491.953125,85,56,trial_001,0
 ,538.65625,84.0,554.15625,523.15625,84,84,trial_001,0
e,569.859375,70.5,585.359375,554.359375,85,56,trial_001,0
x,601.0625,70.5,616.5625,585.5625,84,57,trial_001,0
t,632.265625,67.5,647.765625,616.765625,85,50,trial_001,0
i,663.46875,65.0,678.96875,647.96875,84,46,trial_001,0
n,694.671875,70.0,710.171875,679.171875,84,56,trial_001,0
c,725.875,70.5,741.375,710.375,85,56,trial_001,0
i,757.078125,65.0,772.578125,741.578125,84,46,trial_001,0
ó,788.28125,65.5,803.78125,772.78125,85,46,trial_001,0
n,819.484375,70.0,834.984375,803.984375,84,56,trial_001,0
 ,850.6875,84.0,866.1875,835.1875,84,84,trial_001,0
d,881.890625,65.5,897.390625,866.390625,85,46,trial_001,0
e,913.09375,70.5,928.59375,897.59375,85,56,trial_001,0
 ,944.296875,84.0,959.796875,928.796875,84,84,trial_001,0
l,975.5,65.0,991.0,960.0,84,46,trial_001,0
o,1006.703125,70.5,1022.203125,991.203125,85,56,trial_001,0
s,1037.90625,70.5,1053.40625,1022.40625,85,56,trial_001,0
 ,1069.109375,84.0,1084.609375,1053.609375,84,84,trial_001,0
n,1100.3125,70.0,1115.8125,1084.8125,84,56,trial_001,0
e,1131.515625,70.5,1147.015625,1116.015625,85,56,trial_001,0
a,1162.71875,70.5,1178.21875,1147.21875,85,56,trial_001,0
n,1193.921875,70.0,1209.421875,1178.421875,84,56,trial_001,0
d,1225.125,65.5,1240.625,1209.625,85,46,trial_001,0
e,1256.328125,70.5,1271.828125,1240.828125,85,56,trial_001,0
r,1287.53125,70.0,1303.03125,1272.03125,84,56,trial_001,0
t,1318.734375,67.5,1334.234375,1303.234375,85,50,trial_001,0
a,1349.9375,70.5,1365.4375,1334.4375,85,56,trial_001,0
l,1381.140625,65.0,1396.640625,1365.640625,84,46,trial_001,0
e,1412.34375,70.5,1427.84375,1396.84375,85,56,trial_001,0
s,1443.546875,70.5,1459.046875,1428.046875,85,56,trial_001,0
