Character,X_Start,Y_Start,X_End,Y_End,Line_Number,Word_Number,Char_Number_in_Word,X_Center,Y_Center
e,1066.6666666666665,421,1090.9333333333332,459,5,4,11,1078.7999999999997,440.0
n,1090.9333333333332,421,1115.1999999999998,459,5,4,12,1103.0666666666666,440.0
t,1115.1999999999998,421,1139.4666666666665,459,5,4,13,1127.333333333333,440.0
e,1139.4666666666665,421,1163.7333333333331,459,5,4,14,1151.6,440.0
",",1163.7333333333331,421,1187.9999999999998,459,5,4,15,1175.8666666666663,440.0
l,1230.0,421,1252.3333333333333,451,5,5,1,1241.1666666666665,436.0
a,1252.3333333333333,421,1274.6666666666665,451,5,5,2,1263.5,436.0
s,1274.6666666666665,421,1296.9999999999998,451,5,5,3,1285.833333333333,436.0
c,1328.0,428,1352.1666666666667,451,5,6,1,1340.0833333333335,439.5
a,1352.1666666666667,428,1376.3333333333335,451,5,6,2,1364.25,439.5
u,1376.3333333333335,428,1400.5000000000002,451,5,6,3,1388.416666666667,439.5
s,1400.5000000000002,428,1424.666666666667,451,5,6,4,1412.5833333333335,439.5
a,1424.666666666667,428,1448.8333333333337,451,5,6,5,1436.7500000000005,439.5
s,1448.8333333333337,428,1473.0000000000005,451,5,6,6,1460.916666666667,439.5
p,1506.0,422,1530.5,460,5,7,1,1518.25,441.0
r,1530.5,422,1555.0,460,5,7,2,1542.75,441.0
o,1555.0,422,1579.5,460,5,7,3,1567.25,441.0
p,1579.5,422,1604.0,460,5,7,4,1591.75,441.0
u,1604.0,422,1628.5,460,5,7,5,1616.25,441.0
e,1628.5,422,1653.0,460,5,7,6,1640.75,441.0
s,1653.0,422,1677.5,460,5,7,7,1665.25,441.0
t,1677.5,422,1702.0,460,5,7,8,1689.75,441.0
a,1702.0,422,1726.5,460,5,7,9,1714.25,441.0
s,1726.5,422,1751.0,460,5,7,10,1738.75,441.0
p,1783.0,428,1807.0,460,5,8,1,1795.0,444.0
a,1807.0,428,1831.0,460,5,8,2,1819.0,444.0
r,1831.0,428,1855.0,460,5,8,3,1843.0,444.0
a,1855.0,428,1879.0,460,5,8,4,1867.0,444.0
e,43.0,505,67.25,544,6,1,1,55.125,524.5
x,67.25,505,91.5,544,6,1,2,79.375,524.5
p,91.5,505,115.75,544,6,1,3,103.625,524.5
l,115.75,505,140.0,544,6,1,4,127.875,524.5
i,140.0,505,164.25,544,6,1,5,152.125,524.5
c,164.25,505,188.5,544,6,1,6,176.375,524.5
a,188.5,505,212.75,544,6,1,7,200.625,524.5
r,212.75,505,237.0,544,6,1,8,224.875,524.5
s,271.0,512,292.5,535,6,2,1,281.75,523.5
u,292.5,512,314.0,535,6,2,2,303.25,523.5
e,345.0,505,369.55555555555554,535,6,3,1,357.27777777777777,520.0
x,369.55555555555554,505,394.1111111111111,535,6,3,2,381.8333333333333,520.0
t,394.1111111111111,505,418.66666666666663,535,6,3,3,406.38888888888886,520.0
i,418.66666666666663,505,443.2222222222222,535,6,3,4,430.9444444444444,520.0
n,443.2222222222222,505,467.7777777777777,535,6,3,5,455.49999999999994,520.0
c,467.7777777777777,505,492.33333333333326,535,6,3,6,480.0555555555555,520.0
i,492.33333333333326,505,516.8888888888888,535,6,3,7,504.61111111111103,520.0
ó,516.8888888888888,505,541.4444444444443,535,6,3,8,529.1666666666665,520.0
n,541.4444444444443,505,565.9999999999999,535,6,3,9,553.7222222222222,520.0
h,598.0,505,621.0,535,6,4,1,609.5,520.0
a,621.0,505,644.0,535,6,4,2,632.5,520.0
n,644.0,505,667.0,535,6,4,3,655.5,520.0
s,699.0,505,722.75,535,6,5,1,710.875,520.0
i,722.75,505,746.5,535,6,5,2,734.625,520.0
d,746.5,505,770.25,535,6,5,3,758.375,520.0
o,770.25,505,794.0,535,6,5,4,782.125,520.0
m,823.0,512,847.3333333333334,544,6,6,1,835.1666666666667,528.0
u,847.3333333333334,512,871.6666666666667,544,6,6,2,859.5,528.0
y,871.6666666666667,512,896.0000000000001,544,6,6,3,883.8333333333335,528.0
v,924.0,505,948.0833333333334,544,6,7,1,936.0416666666667,524.5
a,948.0833333333334,505,972.1666666666667,544,6,7,2,960.125,524.5
r,972.1666666666667,505,996.2500000000001,544,6,7,3,984.2083333333335,524.5
i,996.2500000000001,505,1020.3333333333335,544,6,7,4,1008.2916666666667,524.5
o,1020.3333333333335,505,1044.4166666666667,544,6,7,5,1032.375,524.5
p,1044.4166666666667,505,1068.5,544,6,7,6,1056.4583333333335,524.5
i,1068.5,505,1092.5833333333333,544,6,7,7,1080.5416666666665,524.5
n,1092.5833333333333,505,1116.6666666666665,544,6,7,8,1104.625,524.5
t,1116.6666666666665,505,1140.7499999999998,544,6,7,9,1128.708333333333,524.5
a,1140.7499999999998,505,1164.833333333333,544,6,7,10,1152.7916666666665,524.5
s,1164.833333333333,505,1188.9166666666663,544,6,7,11,1176.8749999999995,524.5
",",1188.9166666666663,505,1212.9999999999995,544,6,7,12,1200.958333333333,524.5
a,1253.0,505,1277.2857142857142,544,6,8,1,1265.142857142857,524.5
l,1277.2857142857142,505,1301.5714285714284,544,6,8,2,1289.4285714285713,524.5
g,1301.5714285714284,505,1325.8571428571427,544,6,8,3,1313.7142857142856,524.5
u,1325.8571428571427,505,1350.1428571428569,544,6,8,4,1337.9999999999998,524.5
n,1350.1428571428569,505,1374.428571428571,544,6,8,5,1362.285714285714,524.5
a,1374.428571428571,505,1398.7142857142853,544,6,8,6,1386.5714285714282,524.5
s,1398.7142857142853,505,1422.9999999999995,544,6,8,7,1410.8571428571424,524.5
s,1455.0,505,1479.375,544,6,9,1,1467.1875,524.5
u,1479.375,505,1503.75,544,6,9,2,1491.5625,524.5
r,1503.75,505,1528.125,544,6,9,3,1515.9375,524.5
g,1528.125,505,1552.5,544,6,9,4,1540.3125,524.5
i,1552.5,505,1576.875,544,6,9,5,1564.6875,524.5
d,1576.875,505,1601.25,544,6,9,6,1589.0625,524.5
a,1601.25,505,1625.625,544,6,9,7,1613.4375,524.5
s,1625.625,505,1650.0,544,6,9,8,1637.8125,524.5
s,44.0,589,68.61538461538461,619,7,1,1,56.30769230769231,604.0
e,68.61538461538461,589,93.23076923076923,619,7,1,2,80.92307692307692,604.0
n,93.23076923076923,589,117.84615384615384,619,7,1,3,105.53846153846153,604.0
c,117.84615384615384,589,142.46153846153845,619,7,1,4,130.15384615384613,604.0
i,142.46153846153845,589,167.07692307692307,619,7,1,5,154.76923076923077,604.0
l,167.07692307692307,589,191.69230769230768,619,7,1,6,179.38461538461536,604.0
l,191.69230769230768,589,216.3076923076923,619,7,1,7,204.0,604.0
a,216.3076923076923,589,240.9230769230769,619,7,1,8,228.61538461538458,604.0
m,240.9230769230769,589,265.53846153846155,619,7,1,9,253.23076923076923,604.0
e,265.53846153846155,589,290.1538461538462,619,7,1,10,277.84615384615387,604.0
n,290.1538461538462,589,314.76923076923083,619,7,1,11,302.4615384615385,604.0
t,314.76923076923083,589,339.3846153846155,619,7,1,12,327.07692307692315,604.0
e,339.3846153846155,589,364.0000000000001,619,7,1,13,351.6923076923078,604.0
d,396.0,589,419.3333333333333,619,7,2,1,407.66666666666663,604.0
e,419.3333333333333,589,442.66666666666663,619,7,2,2,431.0,604.0
l,442.66666666666663,589,465.99999999999994,619,7,2,3,454.33333333333326,604.0
m,496.0,589,520.2,619,7,3,1,508.1,604.0
u,520.2,589,544.4000000000001,619,7,3,2,532.3000000000001,604.0
n,544.4000000000001,589,568.6000000000001,619,7,3,3,556.5000000000001,604.0
d,568.6000000000001,589,592.8000000000002,619,7,3,4,580.7000000000002,604.0
o,592.8000000000002,589,617.0000000000002,619,7,3,5,604.9000000000002,604.0
d,648.0,589,670.0,619,7,4,1,659.0,604.0
e,670.0,589,692.0,619,7,4,2,681.0,604.0
l,725.0,589,747.5,619,7,5,1,736.25,604.0
a,747.5,589,770.0,619,7,5,2,758.75,604.0
i,799.0,589,823.6363636363636,628,7,6,1,811.3181818181818,608.5
m,823.6363636363636,589,848.2727272727273,628,7,6,2,835.9545454545455,608.5
a,848.2727272727273,589,872.9090909090909,628,7,6,3,860.590909090909,608.5
g,872.9090909090909,589,897.5454545454545,628,7,6,4,885.2272727272727,608.5
i,897.5454545454545,589,922.1818181818181,628,7,6,5,909.8636363636363,608.5
n,922.1818181818181,589,946.8181818181818,628,7,6,6,934.5,608.5
a,946.8181818181818,589,971.4545454545454,628,7,6,7,959.1363636363635,608.5
c,971.4545454545454,589,996.090909090909,628,7,6,8,983.7727272727273,608.5
i,996.090909090909,589,1020.7272727272726,628,7,6,9,1008.4090909090908,608.5
ó,1020.7272727272726,589,1045.3636363636363,628,7,6,10,1033.0454545454545,608.5
n,1045.3636363636363,589,1070.0,628,7,6,11,1057.681818181818,608.5
y,1101.0,596,1123.0,628,7,7,1,1112.0,612.0
o,1152.0,590,1176.0,619,7,8,1,1164.0,604.5
t,1176.0,590,1200.0,619,7,8,2,1188.0,604.5
r,1200.0,590,1224.0,619,7,8,3,1212.0,604.5
a,1224.0,590,1248.0,619,7,8,4,1236.0,604.5
s,1248.0,590,1272.0,619,7,8,5,1260.0,604.5
m,1302.0,589,1325.6666666666667,619,7,9,1,1313.8333333333335,604.0
á,1325.6666666666667,589,1349.3333333333335,619,7,9,2,1337.5,604.0
s,1349.3333333333335,589,1373.0000000000002,619,7,9,3,1361.166666666667,604.0
p,1405.0,589,1429.142857142857,628,7,10,1,1417.0714285714284,608.5
r,1429.142857142857,589,1453.2857142857142,628,7,10,2,1441.2142857142858,608.5
o,1453.2857142857142,589,1477.4285714285713,628,7,10,3,1465.3571428571427,608.5
p,1477.4285714285713,589,1501.5714285714284,628,7,10,4,1489.5,608.5
i,1501.5714285714284,589,1525.7142857142856,628,7,10,5,1513.6428571428569,608.5
a,1525.7142857142856,589,1549.8571428571427,628,7,10,6,1537.7857142857142,608.5
s,1549.8571428571427,589,1573.9999999999998,628,7,10,7,1561.928571428571,608.5
d,1606.0,589,1629.3333333333333,619,7,11,1,1617.6666666666665,604.0
e,1629.3333333333333,589,1652.6666666666665,619,7,11,2,1641.0,604.0
l,1652.6666666666665,589,1675.9999999999998,619,7,11,3,1664.333333333333,604.0
d,1706.0,589,1730.5714285714287,619,7,12,1,1718.2857142857142,604.0
o,1730.5714285714287,589,1755.1428571428573,619,7,12,2,1742.8571428571431,604.0
m,1755.1428571428573,589,1779.714285714286,619,7,12,3,1767.4285714285716,604.0
i,1779.714285714286,589,1804.2857142857147,619,7,12,4,1792.0000000000005,604.0
n,1804.2857142857147,589,1828.8571428571433,619,7,12,5,1816.571428571429,604.0
i,1828.8571428571433,589,1853.428571428572,619,7,12,6,1841.1428571428578,604.0
o,1853.428571428572,589,1878.0000000000007,619,7,12,7,1865.7142857142862,604.0
c,43.0,673,67.0,703,8,1,1,55.0,688.0
i,67.0,673,91.0,703,8,1,2,79.0,688.0
e,91.0,673,115.0,703,8,1,3,103.0,688.0
n,115.0,673,139.0,703,8,1,4,127.0,688.0
t,139.0,673,163.0,703,8,1,5,151.0,688.0
