Character,X_Start,Y_Start,X_End,Y_End,Line_Number,Word_Number,Char_Number_in_Word,X_Center,Y_Center
l,1416,350,1454,403,1,6,4,1435.0,369.5
ó,1454,350,1492,404,1,6,5,1473.0,370.5
g,1492,350,1530,415,1,6,6,1511.0,370.0
i,1530,350,1568,403,1,6,7,1549.0,370.5
c,1568,350,1606,404,1,6,8,1587.0,364.5
a,1606,350,1644,404,1,6,9,1625.0,364.5
",",1644,350,1682,412,1,6,10,1663.0,359.5
 ,1682,350,1720,403,1,6,0,1701.0,350.0
c,1720,350,1758,404,1,7,1,1739.0,364.5
u,1758,350,1796,404,1,7,2,1777.0,364.0
a,1796,350,1834,404,1,7,3,1815.0,364.5
l,1834,350,1872,403,1,7,4,1853.0,369.5
q,1872,350,1910,415,1,7,5,1891.0,370.0
u,1910,350,1948,404,1,7,6,1929.0,364.0
i,1948,350,1986,403,1,7,7,1967.0,370.5
e,1986,350,2024,404,1,7,8,2005.0,364.5
r,2024,350,2062,403,1,7,9,2043.0,364.0
 ,2062,350,2100,403,1,7,0,2081.0,350.0
d,2100,350,2138,404,1,8,1,2119.0,370.0
e,2138,350,2176,404,1,8,2,2157.0,364.5
t,2176,350,2214,404,1,8,3,2195.0,368.5
a,2214,350,2252,404,1,8,4,2233.0,364.5
l,2252,350,2290,403,1,8,5,2271.0,369.5
l,2290,350,2328,403,1,8,6,2309.0,369.5
e,2328,350,2366,404,1,8,7,2347.0,364.5
",",2366,350,2404,412,1,8,8,2385.0,359.5
 ,2404,350,2442,403,1,8,0,2423.0,350.0
p,2442,350,2480,415,1,9,1,2461.0,370.0
o,2480,350,2518,404,1,9,2,2499.0,364.5
r,2518,350,2556,403,1,9,3,2537.0,364.0
 ,2556,350,2594,403,1,9,0,2575.0,350.0
s,2594,350,2632,404,1,10,1,2613.0,364.5
u,2632,350,2670,404,1,10,2,2651.0,364.0
t,2670,350,2708,404,1,10,3,2689.0,368.5
i,2708,350,2746,403,1,10,4,2727.0,370.5
l,2746,350,2784,403,1,10,5,2765.0,369.5
 ,2784,350,2822,403,1,10,0,2803.0,350.0
q,2822,350,2860,415,1,11,1,2841.0,370.0
u,2860,350,2898,404,1,11,2,2879.0,364.0
e,2898,350,2936,404,1,11,3,2917.0,364.5
 ,2936,350,2974,403,1,11,0,2955.0,350.0
e,2974,350,3012,404,1,12,1,2993.0,364.5
s,3012,350,3050,404,1,12,2,3031.0,364.5
t,3050,350,3088,404,1,12,3,3069.0,368.5
e,3088,350,3126,404,1,12,4,3107.0,364.5
 ,3126,350,3164,403,1,12,0,3145.0,350.0
f,3164,350,3202,403,1,13,1,3183.0,369.5
u,3202,350,3240,404,1,13,2,3221.0,364.0
e,3240,350,3278,404,1,13,3,3259.0,364.5
r,3278,350,3316,403,1,13,4,3297.0,364.0
a,3316,350,3354,404,1,13,5,3335.0,364.5
",",3354,350,3392,412,1,13,6,3373.0,359.5
p,10,476,48,541,2,14,1,29.0,496.0
o,48,476,86,530,2,14,2,67.0,490.5
d,86,476,124,530,2,14,3,105.0,496.0
r,124,476,162,529,2,14,4,143.0,490.0
í,162,476,200,529,2,14,5,181.0,496.0
a,200,476,238,530,2,14,6,219.0,490.5
 ,238,476,276,529,2,14,0,257.0,476.0
h,276,476,314,529,2,15,1,295.0,495.5
a,314,476,352,530,2,15,2,333.0,490.5
b,352,476,390,530,2,15,3,371.0,496.0
e,390,476,428,530,2,15,4,409.0,490.5
r,428,476,466,529,2,15,5,447.0,490.0
 ,466,476,504,529,2,15,0,485.0,476.0
s,504,476,542,530,2,16,1,523.0,490.5
i,542,476,580,529,2,16,2,561.0,496.5
d,580,476,618,530,2,16,3,599.0,496.0
o,618,476,656,530,2,16,4,637.0,490.5
 ,656,476,694,529,2,16,0,675.0,476.0
c,694,476,732,530,2,17,1,713.0,490.5
a,732,476,770,530,2,17,2,751.0,490.5
p,770,476,808,541,2,17,3,789.0,496.0
i,808,476,846,529,2,17,4,827.0,496.5
t,846,476,884,530,2,17,5,865.0,494.5
a,884,476,922,530,2,17,6,903.0,490.5
l,922,476,960,529,2,17,7,941.0,495.5
 ,960,476,998,529,2,17,0,979.0,476.0
a,998,476,1036,530,2,18,1,1017.0,490.5
 ,1036,476,1074,529,2,18,0,1055.0,476.0
f,1074,476,1112,529,2,19,1,1093.0,495.5
a,1112,476,1150,530,2,19,2,1131.0,490.5
v,1150,476,1188,529,2,19,3,1169.0,489.5
o,1188,476,1226,530,2,19,4,1207.0,490.5
r,1226,476,1264,529,2,19,5,1245.0,490.0
 ,1264,476,1302,529,2,19,0,1283.0,476.0
d,1302,476,1340,530,2,20,1,1321.0,496.0
e,1340,476,1378,530,2,20,2,1359.0,490.5
 ,1378,476,1416,529,2,20,0,1397.0,476.0
u,1416,476,1454,530,2,21,1,1435.0,490.0
n,1454,476,1492,529,2,21,2,1473.0,490.0
o,1492,476,1530,530,2,21,3,1511.0,490.5
s,1530,476,1568,530,2,21,4,1549.0,490.5
 ,1568,476,1606,529,2,21,0,1587.0,476.0
u,1606,476,1644,530,2,22,1,1625.0,490.0
 ,1644,476,1682,529,2,22,0,1663.0,476.0
o,1682,476,1720,530,2,23,1,1701.0,490.5
t,1720,476,1758,530,2,23,2,1739.0,494.5
r,1758,476,1796,529,2,23,3,1777.0,490.0
o,1796,476,1834,530,2,23,4,1815.0,490.5
s,1834,476,1872,530,2,23,5,1853.0,490.5
.,1872,476,1910,530,2,23,6,1891.0,480.0
 ,1910,476,1948,529,2,23,0,1929.0,476.0
L,1948,476,1986,529,2,24,1,1967.0,494.0
a,1986,476,2024,530,2,24,2,2005.0,490.5
s,2024,476,2062,530,2,24,3,2043.0,490.5
 ,2062,476,2100,529,2,24,0,2081.0,476.0
c,2100,476,2138,530,2,25,1,2119.0,490.5
o,2138,476,2176,530,2,25,2,2157.0,490.5
n,2176,476,2214,529,2,25,3,2195.0,490.0
s,2214,476,2252,530,2,25,4,2233.0,490.5
e,2252,476,2290,530,2,25,5,2271.0,490.5
c,2290,476,2328,530,2,25,6,2309.0,490.5
u,2328,476,2366,530,2,25,7,2347.0,490.0
e,2366,476,2404,530,2,25,8,2385.0,490.5
n,2404,476,2442,529,2,25,9,2423.0,490.0
c,2442,476,2480,530,2,25,10,2461.0,490.5
i,2480,476,2518,529,2,25,11,2499.0,496.5
a,2518,476,2556,530,2,25,12,2537.0,490.5
s,2556,476,2594,530,2,25,13,2575.0,490.5
 ,2594,476,2632,529,2,25,0,2613.0,476.0
d,2632,476,2670,530,2,26,1,2651.0,496.0
e,2670,476,2708,530,2,26,2,2689.0,490.5
 ,2708,476,2746,529,2,26,0,2727.0,476.0
l,2746,476,2784,529,2,27,1,2765.0,495.5
a,2784,476,2822,530,2,27,2,2803.0,490.5
 ,2822,476,2860,529,2,27,0,2841.0,476.0
p,2860,476,2898,541,2,28,1,2879.0,496.0
r,2898,476,2936,529,2,28,2,2917.0,490.0
e,2936,476,2974,530,2,28,3,2955.0,490.5
t,2974,476,3012,530,2,28,4,2993.0,494.5
e,3012,476,3050,530,2,28,5,3031.0,490.5
n,3050,476,3088,529,2,28,6,3069.0,490.0
d,3088,476,3126,530,2,28,7,3107.0,496.0
i,3126,476,3164,529,2,28,8,3145.0,496.5
d,3164,476,3202,530,2,28,9,3183.0,496.0
a,3202,476,3240,530,2,28,10,3221.0,490.5
v,10,602,48,655,3,29,1,29.0,615.5
e,48,602,86,656,3,29,2,67.0,616.5
n,86,602,124,655,3,29,3,105.0,616.0
t,124,602,162,656,3,29,4,143.0,620.5
a,162,602,200,656,3,29,5,181.0,616.5
j,200,602,238,667,3,29,6,219.0,628.5
a,238,602,276,656,3,29,7,257.0,616.5
 ,276,602,314,655,3,29,0,295.0,602.0
a,314,602,352,656,3,30,1,333.0,616.5
d,352,602,390,656,3,30,2,371.0,622.0
a,390,602,428,656,3,30,3,409.0,616.5
p,428,602,466,667,3,30,4,447.0,622.0
t,466,602,504,656,3,30,5,485.0,620.5
a,504,602,542,656,3,30,6,523.0,616.5
t,542,602,580,656,3,30,7,561.0,620.5
i,580,602,618,655,3,30,8,599.0,622.5
v,618,602,656,655,3,30,9,637.0,615.5
a,656,602,694,656,3,30,10,675.0,616.5
 ,694,602,732,655,3,30,0,713.0,602.0
p,732,602,770,667,3,31,1,751.0,622.0
o,770,602,808,656,3,31,2,789.0,616.5
d,808,602,846,656,3,31,3,827.0,622.0
r,846,602,884,655,3,31,4,865.0,616.0
í,884,602,922,655,3,31,5,903.0,622.0
a,922,602,960,656,3,31,6,941.0,616.5
n,960,602,998,655,3,31,7,979.0,616.0
 ,998,602,1036,655,3,31,0,1017.0,602.0
h,1036,602,1074,655,3,32,1,1055.0,621.5
a,1074,602,1112,656,3,32,2,1093.0,616.5
b,1112,602,1150,656,3,32,3,1131.0,622.0
e,1150,602,1188,656,3,32,4,1169.0,616.5
r,1188,602,1226,655,3,32,5,1207.0,616.0
 ,1226,602,1264,655,3,32,0,1245.0,602.0
s,1264,602,1302,656,3,33,1,1283.0,616.5
i,1302,602,1340,655,3,33,2,1321.0,622.5
d,1340,602,1378,656,3,33,3,1359.0,622.0
o,1378,602,1416,656,3,33,4,1397.0,616.5
 ,1416,602,1454,655,3,33,0,1435.0,602.0
d,1454,602,1492,656,3,34,1,1473.0,622.0
e,1492,602,1530,656,3,34,2,1511.0,616.5
c,1530,602,1568,656,3,34,3,1549.0,616.5
i,1568,602,1606,655,3,34,4,1587.0,622.5
s,1606,602,1644,656,3,34,5,1625.0,616.5
i,1644,602,1682,655,3,34,6,1663.0,622.5
v,1682,602,1720,655,3,34,7,1701.0,615.5
a,1720,602,1758,656,3,34,8,1739.0,616.5
s,1758,602,1796,656,3,34,9,1777.0,616.5
 ,1796,602,1834,655,3,34,0,1815.0,602.0
e,1834,602,1872,656,3,35,1,1853.0,616.5
n,1872,602,1910,655,3,35,2,1891.0,616.0
 ,1910,602,1948,655,3,35,0,1929.0,602.0
t,1948,602,1986,656,3,36,1,1967.0,620.5
é,1986,602,2024,656,3,36,2,2005.0,622.5
r,2024,602,2062,655,3,36,3,2043.0,616.0
m,2062,602,2100,655,3,36,4,2081.0,616.0
i,2100,602,2138,655,3,36,5,2119.0,622.5
n,2138,602,2176,655,3,36,6,2157.0,616.0
o,2176,602,2214,656,3,36,7,2195.0,616.5
s,2214,602,2252,656,3,36,8,2233.0,616.5
 ,2252,602,2290,655,3,36,0,2271.0,602.0
d,2290,602,2328,656,3,37,1,2309.0,622.0
e,2328,602,2366,656,3,37,2,2347.0,616.5
m,2366,602,2404,655,3,37,3,2385.0,616.0
o,2404,602,2442,656,3,37,4,2423.0,616.5
g,2442,602,2480,667,3,37,5,2461.0,622.0
r,2480,602,2518,655,3,37,6,2499.0,616.0
á,2518,602,2556,656,3,37,7,2537.0,622.5
f,2556,602,2594,655,3,37,8,2575.0,621.5
i,2594,602,2632,655,3,37,9,2613.0,622.5
c,2632,602,2670,656,3,37,10,2651.0,616.5
o,2670,602,2708,656,3,37,11,2689.0,616.5
s,2708,602,2746,656,3,37,12,2727.0,616.5
.,2746,602,2784,656,3,37,13,2765.0,606.0
 ,2784,602,2822,655,3,37,0,2803.0,602.0
P,2822,602,2860,655,3,38,1,2841.0,620.0
o,2860,602,2898,656,3,38,2,2879.0,616.5
r,2898,602,2936,655,3,38,3,2917.0,616.0
 ,2936,602,2974,655,3,38,0,2955.0,602.0
e,2974,602,3012,656,3,39,1,2993.0,616.5
j,3012,602,3050,667,3,39,2,3031.0,628.5
e,3050,602,3088,656,3,39,3,3069.0,616.5
m,3088,602,3126,655,3,39,4,3107.0,616.0
p,3126,602,3164,667,3,39,5,3145.0,622.0
l,3164,602,3202,655,3,39,6,3183.0,621.5
o,3202,602,3240,656,3,39,7,3221.0,616.5
",",3240,602,3278,664,3,39,8,3259.0,611.5
 ,3278,602,3316,655,3,39,0,3297.0,602.0
s,3316,602,3354,656,3,40,1,3335.0,616.5
e,3354,602,3392,656,3,40,2,3373.0,616.5
h,10,728,48,781,4,41,1,29.0,747.5
a,48,728,86,782,4,41,2,67.0,742.5
 ,86,728,124,781,4,41,0,105.0,728.0
p,124,728,162,793,4,42,1,143.0,748.0
r,162,728,200,781,4,42,2,181.0,742.0
o,200,728,238,782,4,42,3,219.0,742.5
p,238,728,276,793,4,42,4,257.0,748.0
u,276,728,314,782,4,42,5,295.0,742.0
e,314,728,352,782,4,42,6,333.0,742.5
s,352,728,390,782,4,42,7,371.0,742.5
t,390,728,428,782,4,42,8,409.0,746.5
o,428,728,466,782,4,42,9,447.0,742.5
 ,466,728,504,781,4,42,0,485.0,728.0
q,504,728,542,793,4,43,1,523.0,748.0
u,542,728,580,782,4,43,2,561.0,742.0
e,580,728,618,782,4,43,3,599.0,742.5
 ,618,728,656,781,4,43,0,637.0,728.0
e,656,728,694,782,4,44,1,675.0,742.5
l,694,728,732,781,4,44,2,713.0,747.5
 ,732,728,770,781,4,44,0,751.0,728.0
p,770,728,808,793,4,45,1,789.0,748.0
r,808,728,846,781,4,45,2,827.0,742.0
o,846,728,884,782,4,45,3,865.0,742.5
c,884,728,922,782,4,45,4,903.0,742.5
e,922,728,960,782,4,45,5,941.0,742.5
s,960,728,998,782,4,45,6,979.0,742.5
o,998,728,1036,782,4,45,7,1017.0,742.5
 ,1036,728,1074,781,4,45,0,1055.0,728.0
d,1074,728,1112,782,4,46,1,1093.0,748.0
e,1112,728,1150,782,4,46,2,1131.0,742.5
 ,1150,728,1188,781,4,46,0,1169.0,728.0
s,1188,728,1226,782,4,47,1,1207.0,742.5
u,1226,728,1264,782,4,47,2,1245.0,742.0
s,1264,728,1302,782,4,47,3,1283.0,742.5
t,1302,728,1340,782,4,47,4,1321.0,746.5
i,1340,728,1378,781,4,47,5,1359.0,748.5
t,1378,728,1416,782,4,47,6,1397.0,746.5
u,1416,728,1454,782,4,47,7,1435.0,742.0
c,1454,728,1492,782,4,47,8,1473.0,742.5
i,1492,728,1530,781,4,47,9,1511.0,748.5
ó,1530,728,1568,782,4,47,10,1549.0,748.5
n,1568,728,1606,781,4,47,11,1587.0,742.0
 ,1606,728,1644,781,4,47,0,1625.0,728.0
p,1644,728,1682,793,4,48,1,1663.0,748.0
o,1682,728,1720,782,4,48,2,1701.0,742.5
d,1720,728,1758,782,4,48,3,1739.0,748.0
r,1758,728,1796,781,4,48,4,1777.0,742.0
í,1796,728,1834,781,4,48,5,1815.0,748.0
a,1834,728,1872,782,4,48,6,1853.0,742.5
 ,1872,728,1910,781,4,48,0,1891.0,728.0
h,1910,728,1948,781,4,49,1,1929.0,747.5
a,1948,728,1986,782,4,49,2,1967.0,742.5
b,1986,728,2024,782,4,49,3,2005.0,748.0
e,2024,728,2062,782,4,49,4,2043.0,742.5
r,2062,728,2100,781,4,49,5,2081.0,742.0
 ,2100,728,2138,781,4,49,0,2119.0,728.0
s,2138,728,2176,782,4,50,1,2157.0,742.5
i,2176,728,2214,781,4,50,2,2195.0,748.5
d,2214,728,2252,782,4,50,3,2233.0,748.0
o,2252,728,2290,782,4,50,4,2271.0,742.5
 ,2290,728,2328,781,4,50,0,2309.0,728.0
m,2328,728,2366,781,4,51,1,2347.0,742.0
u,2366,728,2404,782,4,51,2,2385.0,742.0
y,2404,728,2442,793,4,51,3,2423.0,747.5
 ,2442,728,2480,781,4,51,0,2461.0,728.0
r,2480,728,2518,781,4,52,1,2499.0,742.0
á,2518,728,2556,782,4,52,2,2537.0,748.5
p,2556,728,2594,793,4,52,3,2575.0,748.0
i,2594,728,2632,781,4,52,4,2613.0,748.5
d,2632,728,2670,782,4,52,5,2651.0,748.0
o,2670,728,2708,782,4,52,6,2689.0,742.5
.,2708,728,2746,782,4,52,7,2727.0,732.0
 ,2746,728,2784,781,4,52,0,2765.0,728.0
S,2784,728,2822,782,4,53,1,2803.0,747.0
o,2822,728,2860,782,4,53,2,2841.0,742.5
l,2860,728,2898,781,4,53,3,2879.0,747.5
o,2898,728,2936,782,4,53,4,2917.0,742.5
 ,2936,728,2974,781,4,53,0,2955.0,728.0
u,2974,728,3012,782,4,54,1,2993.0,742.0
n,3012,728,3050,781,4,54,2,3031.0,742.0
a,3050,728,3088,782,4,54,3,3069.0,742.5
l,10,854,48,907,5,55,1,29.0,873.5
i,48,854,86,907,5,55,2,67.0,874.5
g,86,854,124,919,5,55,3,105.0,874.0
e,124,854,162,908,5,55,4,143.0,868.5
r,162,854,200,907,5,55,5,181.0,868.0
í,200,854,238,907,5,55,6,219.0,874.0
s,238,854,276,908,5,55,7,257.0,868.5
i,276,854,314,907,5,55,8,295.0,874.5
m,314,854,352,907,5,55,9,333.0,868.0
a,352,854,390,908,5,55,10,371.0,868.5
 ,390,854,428,907,5,55,0,409.0,854.0
d,428,854,466,908,5,56,1,447.0,874.0
i,466,854,504,907,5,56,2,485.0,874.5
f,504,854,542,907,5,56,3,523.0,873.5
e,542,854,580,908,5,56,4,561.0,868.5
r,580,854,618,907,5,56,5,599.0,868.0
e,618,854,656,908,5,56,6,637.0,868.5
n,656,854,694,907,5,56,7,675.0,868.0
c,694,854,732,908,5,56,8,713.0,868.5
i,732,854,770,907,5,56,9,751.0,874.5
a,770,854,808,908,5,56,10,789.0,868.5
 ,808,854,846,907,5,56,0,827.0,854.0
e,846,854,884,908,5,57,1,865.0,868.5
n,884,854,922,907,5,57,2,903.0,868.0
 ,922,854,960,907,5,57,0,941.0,854.0
l,960,854,998,907,5,58,1,979.0,873.5
a,998,854,1036,908,5,58,2,1017.0,868.5
 ,1036,854,1074,907,5,58,0,1055.0,854.0
t,1074,854,1112,908,5,59,1,1093.0,872.5
a,1112,854,1150,908,5,59,2,1131.0,868.5
s,1150,854,1188,908,5,59,3,1169.0,868.5
a,1188,854,1226,908,5,59,4,1207.0,868.5
 ,1226,854,1264,907,5,59,0,1245.0,854.0
r,1264,854,1302,907,5,60,1,1283.0,868.0
e,1302,854,1340,908,5,60,2,1321.0,868.5
p,1340,854,1378,919,5,60,3,1359.0,874.0
r,1378,854,1416,907,5,60,4,1397.0,868.0
o,1416,854,1454,908,5,60,5,1435.0,868.5
d,1454,854,1492,908,5,60,6,1473.0,874.0
u,1492,854,1530,908,5,60,7,1511.0,868.0
c,1530,854,1568,908,5,60,8,1549.0,868.5
t,1568,854,1606,908,5,60,9,1587.0,872.5
i,1606,854,1644,907,5,60,10,1625.0,874.5
v,1644,854,1682,907,5,60,11,1663.0,867.5
a,1682,854,1720,908,5,60,12,1701.0,868.5
 ,1720,854,1758,907,5,60,0,1739.0,854.0
a,1758,854,1796,908,5,61,1,1777.0,868.5
 ,1796,854,1834,907,5,61,0,1815.0,854.0
f,1834,854,1872,907,5,62,1,1853.0,873.5
a,1872,854,1910,908,5,62,2,1891.0,868.5
v,1910,854,1948,907,5,62,3,1929.0,867.5
o,1948,854,1986,908,5,62,4,1967.0,868.5
r,1986,854,2024,907,5,62,5,2005.0,868.0
 ,2024,854,2062,907,5,62,0,2043.0,854.0
d,2062,854,2100,908,5,63,1,2081.0,874.0
e,2100,854,2138,908,5,63,2,2119.0,868.5
 ,2138,854,2176,907,5,63,0,2157.0,854.0
l,2176,854,2214,907,5,64,1,2195.0,873.5
o,2214,854,2252,908,5,64,2,2233.0,868.5
s,2252,854,2290,908,5,64,3,2271.0,868.5
 ,2290,854,2328,907,5,64,0,2309.0,854.0
c,2328,854,2366,908,5,65,1,2347.0,868.5
o,2366,854,2404,908,5,65,2,2385.0,868.5
l,2404,854,2442,907,5,65,3,2423.0,873.5
o,2442,854,2480,908,5,65,4,2461.0,868.5
n,2480,854,2518,907,5,65,5,2499.0,868.0
i,2518,854,2556,907,5,65,6,2537.0,874.5
z,2556,854,2594,907,5,65,7,2575.0,867.5
a,2594,854,2632,908,5,65,8,2613.0,868.5
d,2632,854,2670,908,5,65,9,2651.0,874.0
o,2670,854,2708,908,5,65,10,2689.0,868.5
r,2708,854,2746,907,5,65,11,2727.0,868.0
e,2746,854,2784,908,5,65,12,2765.0,868.5
s,2784,854,2822,908,5,65,13,2803.0,868.5
 ,2822,854,2860,907,5,65,0,2841.0,854.0
(,2860,854,2898,915,5,66,1,2879.0,877.5
p,2898,854,2936,919,5,66,2,2917.0,874.0
o,2936,854,2974,908,5,66,3,2955.0,868.5
r,2974,854,3012,907,5,66,4,2993.0,868.0
 ,3012,854,3050,907,5,66,0,3031.0,854.0
e,3050,854,3088,908,5,67,1,3069.0,868.5
j,3088,854,3126,919,5,67,2,3107.0,880.5
e,3126,854,3164,908,5,67,3,3145.0,868.5
m,3164,854,3202,907,5,67,4,3183.0,868.0
p,3202,854,3240,919,5,67,5,3221.0,874.0
l,3240,854,3278,907,5,67,6,3259.0,873.5
o,3278,854,3316,908,5,67,7,3297.0,868.5
",",3316,854,3354,916,5,67,8,3335.0,863.5
 ,3354,854,3392,907,5,67,0,3373.0,854.0
d,3392,854,3430,908,5,68,1,3411.0,874.0
e,3430,854,3468,908,5,68,2,3449.0,868.5
u,10,980,48,1034,6,69,1,29.0,994.0
n,48,980,86,1033,6,69,2,67.0,994.0
 ,86,980,124,1033,6,69,0,105.0,980.0
2,124,980,162,1033,6,70,1,143.0,1000.0
%,162,980,200,1034,6,70,2,181.0,1000.0
),200,980,238,1041,6,70,3,219.0,1003.5
 ,238,980,276,1033,6,70,0,257.0,980.0
p,276,980,314,1045,6,71,1,295.0,1000.0
o,314,980,352,1034,6,71,2,333.0,994.5
d,352,980,390,1034,6,71,3,371.0,1000.0
r,390,980,428,1033,6,71,4,409.0,994.0
í,428,980,466,1033,6,71,5,447.0,1000.0
a,466,980,504,1034,6,71,6,485.0,994.5
 ,504,980,542,1033,6,71,0,523.0,980.0
d,542,980,580,1034,6,72,1,561.0,1000.0
e,580,980,618,1034,6,72,2,599.0,994.5
s,618,980,656,1034,6,72,3,637.0,994.5
e,656,980,694,1034,6,72,4,675.0,994.5
n,694,980,732,1033,6,72,5,713.0,994.0
c,732,980,770,1034,6,72,6,751.0,994.5
a,770,980,808,1034,6,72,7,789.0,994.5
d,808,980,846,1034,6,72,8,827.0,1000.0
e,846,980,884,1034,6,72,9,865.0,994.5
n,884,980,922,1033,6,72,10,903.0,994.0
a,922,980,960,1034,6,72,11,941.0,994.5
r,960,980,998,1033,6,72,12,979.0,994.0
 ,998,980,1036,1033,6,72,0,1017.0,980.0
q,1036,980,1074,1045,6,73,1,1055.0,1000.0
u,1074,980,1112,1034,6,73,2,1093.0,994.0
e,1112,980,1150,1034,6,73,3,1131.0,994.5
 ,1150,980,1188,1033,6,73,0,1169.0,980.0
e,1188,980,1226,1034,6,74,1,1207.0,994.5
n,1226,980,1264,1033,6,74,2,1245.0,994.0
 ,1264,980,1302,1033,6,74,0,1283.0,980.0
3,1302,980,1340,1034,6,75,1,1321.0,1000.5
0,1340,980,1378,1034,6,75,2,1359.0,1000.5
 ,1378,980,1416,1033,6,75,0,1397.0,980.0
g,1416,980,1454,1045,6,76,1,1435.0,1000.0
e,1454,980,1492,1034,6,76,2,1473.0,994.5
n,1492,980,1530,1033,6,76,3,1511.0,994.0
e,1530,980,1568,1034,6,76,4,1549.0,994.5
r,1568,980,1606,1033,6,76,5,1587.0,994.0
a,1606,980,1644,1034,6,76,6,1625.0,994.5
c,1644,980,1682,1034,6,76,7,1663.0,994.5
i,1682,980,1720,1033,6,76,8,1701.0,1000.5
o,1720,980,1758,1034,6,76,9,1739.0,994.5
n,1758,980,1796,1033,6,76,10,1777.0,994.0
e,1796,980,1834,1034,6,76,11,1815.0,994.5
s,1834,980,1872,1034,6,76,12,1853.0,994.5
 ,1872,980,1910,1033,6,76,0,1891.0,980.0
l,1910,980,1948,1033,6,77,1,1929.0,999.5
o,1948,980,1986,1034,6,77,2,1967.0,994.5
s,1986,980,2024,1034,6,77,3,2005.0,994.5
 ,2024,980,2062,1033,6,77,0,2043.0,980.0
n,2062,980,2100,1033,6,78,1,2081.0,994.0
e,2100,980,2138,1034,6,78,2,2119.0,994.5
a,2138,980,2176,1034,6,78,3,2157.0,994.5
n,2176,980,2214,1033,6,78,4,2195.0,994.0
d,2214,980,2252,1034,6,78,5,2233.0,1000.0
e,2252,980,2290,1034,6,78,6,2271.0,994.5
r,2290,980,2328,1033,6,78,7,2309.0,994.0
t,2328,980,2366,1034,6,78,8,2347.0,998.5
a,2366,980,2404,1034,6,78,9,2385.0,994.5
l,2404,980,2442,1033,6,78,10,2423.0,999.5
e,2442,980,2480,1034,6,78,11,2461.0,994.5
s,2480,980,2518,1034,6,78,12,2499.0,994.5
 ,2518,980,2556,1033,6,78,0,2537.0,980.0
h,2556,980,2594,1033,6,79,1,2575.0,999.5
u,2594,980,2632,1034,6,79,2,2613.0,994.0
b,2632,980,2670,1034,6,79,3,2651.0,1000.0
i,2670,980,2708,1033,6,79,4,2689.0,1000.5
e,2708,980,2746,1034,6,79,5,2727.0,994.5
s,2746,980,2784,1034,6,79,6,2765.0,994.5
e,2784,980,2822,1034,6,79,7,2803.0,994.5
n,2822,980,2860,1033,6,79,8,2841.0,994.0
 ,2860,980,2898,1033,6,79,0,2879.0,980.0
b,2898,980,2936,1034,6,80,1,2917.0,1000.0
a,2936,980,2974,1034,6,80,2,2955.0,994.5
j,2974,980,3012,1045,6,80,3,2993.0,1006.5
a,3012,980,3050,1034,6,80,4,3031.0,994.5
d,3050,980,3088,1034,6,80,5,3069.0,1000.0
o,3088,980,3126,1034,6,80,6,3107.0,994.5
 ,3126,980,3164,1033,6,80,0,3145.0,980.0
p,3164,980,3202,1045,6,81,1,3183.0,1000.0
o,3202,980,3240,1034,6,81,2,3221.0,994.5
r,3240,980,3278,1033,6,81,3,3259.0,994.0
d,10,1106,48,1160,7,82,1,29.0,1126.0
e,48,1106,86,1160,7,82,2,67.0,1120.5
b,86,1106,124,1160,7,82,3,105.0,1126.0
a,124,1106,162,1160,7,82,4,143.0,1120.5
