Character,X_Start,Y_Start,X_End,Y_End,Line_Number,Word_Number,Char_Number_in_Word,X_Center,Y_Center
o,1682,350,1720,404,1,9,3,1701.0,364.5
c,1720,350,1758,404,1,9,4,1739.0,364.5
e,1758,350,1796,404,1,9,5,1777.0,364.5
s,1796,350,1834,404,1,9,6,1815.0,364.5
o,1834,350,1872,404,1,9,7,1853.0,364.5
",",1872,350,1910,412,1,9,8,1891.0,359.5
 ,1910,350,1948,403,1,9,0,1929.0,350.0
s,1948,350,1986,404,1,10,1,1967.0,364.5
e,1986,350,2024,404,1,10,2,2005.0,364.5
 ,2024,350,2062,403,1,10,0,2043.0,350.0
h,2062,350,2100,403,1,11,1,2081.0,369.5
a,2100,350,2138,404,1,11,2,2119.0,364.5
n,2138,350,2176,403,1,11,3,2157.0,364.0
 ,2176,350,2214,403,1,11,0,2195.0,350.0
t,2214,350,2252,404,1,12,1,2233.0,368.5
r,2252,350,2290,403,1,12,2,2271.0,364.0
a,2290,350,2328,404,1,12,3,2309.0,364.5
t,2328,350,2366,404,1,12,4,2347.0,368.5
a,2366,350,2404,404,1,12,5,2385.0,364.5
d,2404,350,2442,404,1,12,6,2423.0,370.0
o,2442,350,2480,404,1,12,7,2461.0,364.5
 ,2480,350,2518,403,1,12,0,2499.0,350.0
d,2518,350,2556,404,1,13,1,2537.0,370.0
e,2556,350,2594,404,1,13,2,2575.0,364.5
 ,2594,350,2632,403,1,13,0,2613.0,350.0
i,2632,350,2670,403,1,14,1,2651.0,370.5
d,2670,350,2708,404,1,14,2,2689.0,370.0
e,2708,350,2746,404,1,14,3,2727.0,364.5
n,2746,350,2784,403,1,14,4,2765.0,364.0
t,2784,350,2822,404,1,14,5,2803.0,368.5
i,2822,350,2860,403,1,14,6,2841.0,370.5
f,2860,350,2898,403,1,14,7,2879.0,369.5
i,2898,350,2936,403,1,14,8,2917.0,370.5
c,2936,350,2974,404,1,14,9,2955.0,364.5
a,2974,350,3012,404,1,14,10,2993.0,364.5
r,3012,350,3050,403,1,14,11,3031.0,364.0
 ,3050,350,3088,403,1,14,0,3069.0,350.0
l,3088,350,3126,403,1,15,1,3107.0,369.5
a,3126,350,3164,404,1,15,2,3145.0,364.5
s,3164,350,3202,404,1,15,3,3183.0,364.5
d,10,476,48,530,2,16,1,29.0,496.0
i,48,476,86,529,2,16,2,67.0,496.5
f,86,476,124,529,2,16,3,105.0,495.5
e,124,476,162,530,2,16,4,143.0,490.5
r,162,476,200,529,2,16,5,181.0,490.0
e,200,476,238,530,2,16,6,219.0,490.5
n,238,476,276,529,2,16,7,257.0,490.0
c,276,476,314,530,2,16,8,295.0,490.5
i,314,476,352,529,2,16,9,333.0,496.5
a,352,476,390,530,2,16,10,371.0,490.5
s,390,476,428,530,2,16,11,409.0,490.5
 ,428,476,466,529,2,16,0,447.0,476.0
b,466,476,504,530,2,17,1,485.0,496.0
i,504,476,542,529,2,17,2,523.0,496.5
o,542,476,580,530,2,17,3,561.0,490.5
l,580,476,618,529,2,17,4,599.0,495.5
ó,618,476,656,530,2,17,5,637.0,496.5
g,656,476,694,541,2,17,6,675.0,496.0
i,694,476,732,529,2,17,7,713.0,496.5
c,732,476,770,530,2,17,8,751.0,490.5
a,770,476,808,530,2,17,9,789.0,490.5
s,808,476,846,530,2,17,10,827.0,490.5
",",846,476,884,538,2,17,11,865.0,485.5
 ,884,476,922,529,2,17,0,903.0,476.0
e,922,476,960,530,2,18,1,941.0,490.5
t,960,476,998,530,2,18,2,979.0,494.5
o,998,476,1036,530,2,18,3,1017.0,490.5
l,1036,476,1074,529,2,18,4,1055.0,495.5
ó,1074,476,1112,530,2,18,5,1093.0,496.5
g,1112,476,1150,541,2,18,6,1131.0,496.0
i,1150,476,1188,529,2,18,7,1169.0,496.5
c,1188,476,1226,530,2,18,8,1207.0,490.5
a,1226,476,1264,530,2,18,9,1245.0,490.5
s,1264,476,1302,530,2,18,10,1283.0,490.5
 ,1302,476,1340,529,2,18,0,1321.0,476.0
o,1340,476,1378,530,2,19,1,1359.0,490.5
 ,1378,476,1416,529,2,19,0,1397.0,476.0
c,1416,476,1454,530,2,20,1,1435.0,490.5
o,1454,476,1492,530,2,20,2,1473.0,490.5
g,1492,476,1530,541,2,20,3,1511.0,496.0
n,1530,476,1568,529,2,20,4,1549.0,490.0
i,1568,476,1606,529,2,20,5,1587.0,496.5
t,1606,476,1644,530,2,20,6,1625.0,494.5
i,1644,476,1682,529,2,20,7,1663.0,496.5
v,1682,476,1720,529,2,20,8,1701.0,489.5
a,1720,476,1758,530,2,20,9,1739.0,490.5
s,1758,476,1796,530,2,20,10,1777.0,490.5
 ,1796,476,1834,529,2,20,0,1815.0,476.0
e,1834,476,1872,530,2,21,1,1853.0,490.5
n,1872,476,1910,529,2,21,2,1891.0,490.0
t,1910,476,1948,530,2,21,3,1929.0,494.5
r,1948,476,1986,529,2,21,4,1967.0,490.0
e,1986,476,2024,530,2,21,5,2005.0,490.5
 ,2024,476,2062,529,2,21,0,2043.0,476.0
a,2062,476,2100,530,2,22,1,2081.0,490.5
m,2100,476,2138,529,2,22,2,2119.0,490.0
b,2138,476,2176,530,2,22,3,2157.0,496.0
a,2176,476,2214,530,2,22,4,2195.0,490.5
s,2214,476,2252,530,2,22,5,2233.0,490.5
 ,2252,476,2290,529,2,22,0,2271.0,476.0
e,2290,476,2328,530,2,23,1,2309.0,490.5
s,2328,476,2366,530,2,23,2,2347.0,490.5
p,2366,476,2404,541,2,23,3,2385.0,496.0
e,2404,476,2442,530,2,23,4,2423.0,490.5
c,2442,476,2480,530,2,23,5,2461.0,490.5
i,2480,476,2518,529,2,23,6,2499.0,496.5
e,2518,476,2556,530,2,23,7,2537.0,490.5
s,2556,476,2594,530,2,23,8,2575.0,490.5
 ,2594,476,2632,529,2,23,0,2613.0,476.0
q,2632,476,2670,541,2,24,1,2651.0,496.0
u,2670,476,2708,530,2,24,2,2689.0,490.0
e,2708,476,2746,530,2,24,3,2727.0,490.5
 ,2746,476,2784,529,2,24,0,2765.0,476.0
h,2784,476,2822,529,2,25,1,2803.0,495.5
u,2822,476,2860,530,2,25,2,2841.0,490.0
b,2860,476,2898,530,2,25,3,2879.0,496.0
i,2898,476,2936,529,2,25,4,2917.0,496.5
e,2936,476,2974,530,2,25,5,2955.0,490.5
s,2974,476,3012,530,2,25,6,2993.0,490.5
e,3012,476,3050,530,2,25,7,3031.0,490.5
n,3050,476,3088,529,2,25,8,3069.0,490.0
 ,3088,476,3126,529,2,25,0,3107.0,476.0
c,3126,476,3164,530,2,26,1,3145.0,490.5
o,3164,476,3202,530,2,26,2,3183.0,490.5
n,3202,476,3240,529,2,26,3,3221.0,490.0
f,3240,476,3278,529,2,26,4,3259.0,495.5
e,3278,476,3316,530,2,26,5,3297.0,490.5
r,3316,476,3354,529,2,26,6,3335.0,490.0
i,3354,476,3392,529,2,26,7,3373.0,496.5
d,3392,476,3430,530,2,26,8,3411.0,496.0
o,3430,476,3468,530,2,26,9,3449.0,490.5
l,10,602,48,655,3,27,1,29.0,621.5
a,48,602,86,656,3,27,2,67.0,616.5
 ,86,602,124,655,3,27,0,105.0,602.0
p,124,602,162,667,3,28,1,143.0,622.0
r,162,602,200,655,3,28,2,181.0,616.0
e,200,602,238,656,3,28,3,219.0,616.5
t,238,602,276,656,3,28,4,257.0,620.5
e,276,602,314,656,3,28,5,295.0,616.5
n,314,602,352,655,3,28,6,333.0,616.0
d,352,602,390,656,3,28,7,371.0,622.0
i,390,602,428,655,3,28,8,409.0,622.5
d,428,602,466,656,3,28,9,447.0,622.0
a,466,602,504,656,3,28,10,485.0,616.5
 ,504,602,542,655,3,28,0,523.0,602.0
v,542,602,580,655,3,29,1,561.0,615.5
e,580,602,618,656,3,29,2,599.0,616.5
n,618,602,656,655,3,29,3,637.0,616.0
t,656,602,694,656,3,29,4,675.0,620.5
a,694,602,732,656,3,29,5,713.0,616.5
j,732,602,770,667,3,29,6,751.0,628.5
a,770,602,808,656,3,29,7,789.0,616.5
 ,808,602,846,655,3,29,0,827.0,602.0
a,846,602,884,656,3,30,1,865.0,616.5
d,884,602,922,656,3,30,2,903.0,622.0
a,922,602,960,656,3,30,3,941.0,616.5
p,960,602,998,667,3,30,4,979.0,622.0
t,998,602,1036,656,3,30,5,1017.0,620.5
a,1036,602,1074,656,3,30,6,1055.0,616.5
t,1074,602,1112,656,3,30,7,1093.0,620.5
i,1112,602,1150,655,3,30,8,1131.0,622.5
v,1150,602,1188,655,3,30,9,1169.0,615.5
a,1188,602,1226,656,3,30,10,1207.0,616.5
 ,1226,602,1264,655,3,30,0,1245.0,602.0
a,1264,602,1302,656,3,31,1,1283.0,616.5
l,1302,602,1340,655,3,31,2,1321.0,621.5
 ,1340,602,1378,655,3,31,0,1359.0,602.0
H,1378,602,1416,655,3,32,1,1397.0,620.0
o,1416,602,1454,656,3,32,2,1435.0,616.5
m,1454,602,1492,655,3,32,3,1473.0,616.0
o,1492,602,1530,656,3,32,4,1511.0,616.5
 ,1530,602,1568,655,3,32,0,1549.0,602.0
s,1568,602,1606,656,3,33,1,1587.0,616.5
a,1606,602,1644,656,3,33,2,1625.0,616.5
p,1644,602,1682,667,3,33,3,1663.0,622.0
i,1682,602,1720,655,3,33,4,1701.0,622.5
e,1720,602,1758,656,3,33,5,1739.0,616.5
n,1758,602,1796,655,3,33,6,1777.0,616.0
s,1796,602,1834,656,3,33,7,1815.0,616.5
",",1834,602,1872,664,3,33,8,1853.0,611.5
 ,1872,602,1910,655,3,33,0,1891.0,602.0
c,1910,602,1948,656,3,34,1,1929.0,616.5
a,1948,602,1986,656,3,34,2,1967.0,616.5
u,1986,602,2024,656,3,34,3,2005.0,616.0
s,2024,602,2062,656,3,34,4,2043.0,616.5
a,2062,602,2100,656,3,34,5,2081.0,616.5
n,2100,602,2138,655,3,34,6,2119.0,616.0
t,2138,602,2176,656,3,34,7,2157.0,620.5
e,2176,602,2214,656,3,34,8,2195.0,616.5
 ,2214,602,2252,655,3,34,0,2233.0,602.0
d,2252,602,2290,656,3,35,1,2271.0,622.0
e,2290,602,2328,656,3,35,2,2309.0,616.5
 ,2328,602,2366,655,3,35,0,2347.0,602.0
l,2366,602,2404,655,3,36,1,2385.0,621.5
a,2404,602,2442,656,3,36,2,2423.0,616.5
 ,2442,602,2480,655,3,36,0,2461.0,602.0
e,2480,602,2518,656,3,37,1,2499.0,616.5
x,2518,602,2556,655,3,37,2,2537.0,615.5
c,2556,602,2594,656,3,37,3,2575.0,616.5
l,2594,602,2632,655,3,37,4,2613.0,621.5
u,2632,602,2670,656,3,37,5,2651.0,616.0
s,2670,602,2708,656,3,37,6,2689.0,616.5
i,2708,602,2746,655,3,37,7,2727.0,622.5
ó,2746,602,2784,656,3,37,8,2765.0,622.5
n,2784,602,2822,655,3,37,9,2803.0,616.0
 ,2822,602,2860,655,3,37,0,2841.0,602.0
c,2860,602,2898,656,3,38,1,2879.0,616.5
o,2898,602,2936,656,3,38,2,2917.0,616.5
m,2936,602,2974,655,3,38,3,2955.0,616.0
p,2974,602,3012,667,3,38,4,2993.0,622.0
e,3012,602,3050,656,3,38,5,3031.0,616.5
t,3050,602,3088,656,3,38,6,3069.0,620.5
i,3088,602,3126,655,3,38,7,3107.0,622.5
t,3126,602,3164,656,3,38,8,3145.0,620.5
i,3164,602,3202,655,3,38,9,3183.0,622.5
v,3202,602,3240,655,3,38,10,3221.0,615.5
a,3240,602,3278,656,3,38,11,3259.0,616.5
 ,3278,602,3316,655,3,38,0,3297.0,602.0
d,3316,602,3354,656,3,39,1,3335.0,622.0
e,3354,602,3392,656,3,39,2,3373.0,616.5
l,10,728,48,781,4,40,1,29.0,747.5
o,48,728,86,782,4,40,2,67.0,742.5
s,86,728,124,782,4,40,3,105.0,742.5
 ,124,728,162,781,4,40,0,143.0,728.0
n,162,728,200,781,4,41,1,181.0,742.0
e,200,728,238,782,4,41,2,219.0,742.5
a,238,728,276,782,4,41,3,257.0,742.5
n,276,728,314,781,4,41,4,295.0,742.0
d,314,728,352,782,4,41,5,333.0,748.0
e,352,728,390,782,4,41,6,371.0,742.5
r,390,728,428,781,4,41,7,409.0,742.0
t,428,728,466,782,4,41,8,447.0,746.5
a,466,728,504,782,4,41,9,485.0,742.5
l,504,728,542,781,4,41,10,523.0,747.5
e,542,728,580,782,4,41,11,561.0,742.5
s,580,728,618,782,4,41,12,599.0,742.5
.,618,728,656,782,4,41,13,637.0,732.0
 ,656,728,694,781,4,41,0,675.0,728.0
E,694,728,732,781,4,42,1,713.0,746.0
n,732,728,770,781,4,42,2,751.0,742.0
t,770,728,808,782,4,42,3,789.0,746.5
r,808,728,846,781,4,42,4,827.0,742.0
e,846,728,884,782,4,42,5,865.0,742.5
 ,884,728,922,781,4,42,0,903.0,728.0
l,922,728,960,781,4,43,1,941.0,747.5
a,960,728,998,782,4,43,2,979.0,742.5
s,998,728,1036,782,4,43,3,1017.0,742.5
 ,1036,728,1074,781,4,43,0,1055.0,728.0
s,1074,728,1112,782,4,44,1,1093.0,742.5
u,1112,728,1150,782,4,44,2,1131.0,742.0
p,1150,728,1188,793,4,44,3,1169.0,748.0
u,1188,728,1226,782,4,44,4,1207.0,742.0
e,1226,728,1264,782,4,44,5,1245.0,742.5
s,1264,728,1302,782,4,44,6,1283.0,742.5
t,1302,728,1340,782,4,44,7,1321.0,746.5
a,1340,728,1378,782,4,44,8,1359.0,742.5
s,1378,728,1416,782,4,44,9,1397.0,742.5
 ,1416,728,1454,781,4,44,0,1435.0,728.0
v,1454,728,1492,781,4,45,1,1473.0,741.5
e,1492,728,1530,782,4,45,2,1511.0,742.5
n,1530,728,1568,781,4,45,3,1549.0,742.0
t,1568,728,1606,782,4,45,4,1587.0,746.5
a,1606,728,1644,782,4,45,5,1625.0,742.5
j,1644,728,1682,793,4,45,6,1663.0,754.5
a,1682,728,1720,782,4,45,7,1701.0,742.5
s,1720,728,1758,782,4,45,8,1739.0,742.5
 ,1758,728,1796,781,4,45,0,1777.0,728.0
q,1796,728,1834,793,4,46,1,1815.0,748.0
u,1834,728,1872,782,4,46,2,1853.0,742.0
e,1872,728,1910,782,4,46,3,1891.0,742.5
 ,1910,728,1948,781,4,46,0,1929.0,728.0
s,1948,728,1986,782,4,47,1,1967.0,742.5
e,1986,728,2024,782,4,47,2,2005.0,742.5
 ,2024,728,2062,781,4,47,0,2043.0,728.0
h,2062,728,2100,781,4,48,1,2081.0,747.5
a,2100,728,2138,782,4,48,2,2119.0,742.5
n,2138,728,2176,781,4,48,3,2157.0,742.0
 ,2176,728,2214,781,4,48,0,2195.0,728.0
e,2214,728,2252,782,4,49,1,2233.0,742.5
s,2252,728,2290,782,4,49,2,2271.0,742.5
g,2290,728,2328,793,4,49,3,2309.0,748.0
r,2328,728,2366,781,4,49,4,2347.0,742.0
i,2366,728,2404,781,4,49,5,2385.0,748.5
m,2404,728,2442,781,4,49,6,2423.0,742.0
i,2442,728,2480,781,4,49,7,2461.0,748.5
d,2480,728,2518,782,4,49,8,2499.0,748.0
o,2518,728,2556,782,4,49,9,2537.0,742.5
 ,2556,728,2594,781,4,49,0,2575.0,728.0
s,2594,728,2632,782,4,50,1,2613.0,742.5
e,2632,728,2670,782,4,50,2,2651.0,742.5
 ,2670,728,2708,781,4,50,0,2689.0,728.0
b,2708,728,2746,782,4,51,1,2727.0,748.0
a,2746,728,2784,782,4,51,2,2765.0,742.5
r,2784,728,2822,781,4,51,3,2803.0,742.0
a,2822,728,2860,782,4,51,4,2841.0,742.5
j,2860,728,2898,793,4,51,5,2879.0,754.5
a,2898,728,2936,782,4,51,6,2917.0,742.5
n,2936,728,2974,781,4,51,7,2955.0,742.0
d,10,854,48,908,5,52,1,29.0,874.0
i,48,854,86,907,5,52,2,67.0,874.5
f,86,854,124,907,5,52,3,105.0,873.5
e,124,854,162,908,5,52,4,143.0,868.5
r,162,854,200,907,5,52,5,181.0,868.0
e,200,854,238,908,5,52,6,219.0,868.5
n,238,854,276,907,5,52,7,257.0,868.0
t,276,854,314,908,5,52,8,295.0,872.5
e,314,854,352,908,5,52,9,333.0,868.5
s,352,854,390,908,5,52,10,371.0,868.5
 ,390,854,428,907,5,52,0,409.0,854.0
p,428,854,466,919,5,53,1,447.0,874.0
o,466,854,504,908,5,53,2,485.0,868.5
s,504,854,542,908,5,53,3,523.0,868.5
i,542,854,580,907,5,53,4,561.0,874.5
b,580,854,618,908,5,53,5,599.0,874.0
i,618,854,656,907,5,53,6,637.0,874.5
l,656,854,694,907,5,53,7,675.0,873.5
i,694,854,732,907,5,53,8,713.0,874.5
d,732,854,770,908,5,53,9,751.0,874.0
a,770,854,808,908,5,53,10,789.0,868.5
d,808,854,846,908,5,53,11,827.0,874.0
e,846,854,884,908,5,53,12,865.0,868.5
s,884,854,922,908,5,53,13,903.0,868.5
",",922,854,960,916,5,53,14,941.0,863.5
 ,960,854,998,907,5,53,0,979.0,854.0
c,998,854,1036,908,5,54,1,1017.0,868.5
o,1036,854,1074,908,5,54,2,1055.0,868.5
m,1074,854,1112,907,5,54,3,1093.0,868.0
o,1112,854,1150,908,5,54,4,1131.0,868.5
 ,1150,854,1188,907,5,54,0,1169.0,854.0
s,1188,854,1226,908,5,55,1,1207.0,868.5
o,1226,854,1264,908,5,55,2,1245.0,868.5
n,1264,854,1302,907,5,55,3,1283.0,868.0
:,1302,854,1340,908,5,55,4,1321.0,868.0
 ,1340,854,1378,907,5,55,0,1359.0,854.0
c,1378,854,1416,908,5,56,1,1397.0,868.5
o,1416,854,1454,908,5,56,2,1435.0,868.5
m,1454,854,1492,907,5,56,3,1473.0,868.0
p,1492,854,1530,919,5,56,4,1511.0,874.0
e,1530,854,1568,908,5,56,5,1549.0,868.5
t,1568,854,1606,908,5,56,6,1587.0,872.5
i,1606,854,1644,907,5,56,7,1625.0,874.5
d,1644,854,1682,908,5,56,8,1663.0,874.0
o,1682,854,1720,908,5,56,9,1701.0,868.5
r,1720,854,1758,907,5,56,10,1739.0,868.0
e,1758,854,1796,908,5,56,11,1777.0,868.5
s,1796,854,1834,908,5,56,12,1815.0,868.5
 ,1834,854,1872,907,5,56,0,1853.0,854.0
e,1872,854,1910,908,5,57,1,1891.0,868.5
q,1910,854,1948,919,5,57,2,1929.0,874.0
u,1948,854,1986,908,5,57,3,1967.0,868.0
i,1986,854,2024,907,5,57,4,2005.0,874.5
p,2024,854,2062,919,5,57,5,2043.0,874.0
a,2062,854,2100,908,5,57,6,2081.0,868.5
d,2100,854,2138,908,5,57,7,2119.0,874.0
o,2138,854,2176,908,5,57,8,2157.0,868.5
s,2176,854,2214,908,5,57,9,2195.0,868.5
 ,2214,854,2252,907,5,57,0,2233.0,854.0
c,2252,854,2290,908,5,58,1,2271.0,868.5
o,2290,854,2328,908,5,58,2,2309.0,868.5
n,2328,854,2366,907,5,58,3,2347.0,868.0
 ,2366,854,2404,907,5,58,0,2385.0,854.0
c,2404,854,2442,908,5,59,1,2423.0,868.5
u,2442,854,2480,908,5,59,2,2461.0,868.0
e,2480,854,2518,908,5,59,3,2499.0,868.5
r,2518,854,2556,907,5,59,4,2537.0,868.0
p,2556,854,2594,919,5,59,5,2575.0,874.0
o,2594,854,2632,908,5,59,6,2613.0,868.5
s,2632,854,2670,908,5,59,7,2651.0,868.5
 ,2670,854,2708,907,5,59,0,2689.0,854.0
m,2708,854,2746,907,5,60,1,2727.0,868.0
á,2746,854,2784,908,5,60,2,2765.0,874.5
s,2784,854,2822,908,5,60,3,2803.0,868.5
 ,2822,854,2860,907,5,60,0,2841.0,854.0
g,2860,854,2898,919,5,61,1,2879.0,874.0
r,2898,854,2936,907,5,61,2,2917.0,868.0
á,2936,854,2974,908,5,61,3,2955.0,874.5
c,2974,854,3012,908,5,61,4,2993.0,868.5
i,3012,854,3050,907,5,61,5,3031.0,874.5
l,3050,854,3088,907,5,61,6,3069.0,873.5
e,3088,854,3126,908,5,61,7,3107.0,868.5
s,3126,854,3164,908,5,61,8,3145.0,868.5
",",3164,854,3202,916,5,61,9,3183.0,863.5
c,10,980,48,1034,6,62,1,29.0,994.5
o,48,980,86,1034,6,62,2,67.0,994.5
n,86,980,124,1033,6,62,3,105.0,994.0
 ,124,980,162,1033,6,62,0,143.0,980.0
m,162,980,200,1033,6,63,1,181.0,994.0
a,200,980,238,1034,6,63,2,219.0,994.5
y,238,980,276,1045,6,63,3,257.0,999.5
o,276,980,314,1034,6,63,4,295.0,994.5
r,314,980,352,1033,6,63,5,333.0,994.0
 ,352,980,390,1033,6,63,0,371.0,980.0
e,390,980,428,1034,6,64,1,409.0,994.5
f,428,980,466,1033,6,64,2,447.0,999.5
i,466,980,504,1033,6,64,3,485.0,1000.5
c,504,980,542,1034,6,64,4,523.0,994.5
a,542,980,580,1034,6,64,5,561.0,994.5
c,580,980,618,1034,6,64,6,599.0,994.5
i,618,980,656,1033,6,64,7,637.0,1000.5
a,656,980,694,1034,6,64,8,675.0,994.5
 ,694,980,732,1033,6,64,0,713.0,980.0
b,732,980,770,1034,6,65,1,751.0,1000.0
i,770,980,808,1033,6,65,2,789.0,1000.5
o,808,980,846,1034,6,65,3,827.0,994.5
m,846,980,884,1033,6,65,4,865.0,994.0
e,884,980,922,1034,6,65,5,903.0,994.5
c,922,980,960,1034,6,65,6,941.0,994.5
á,960,980,998,1034,6,65,7,979.0,1000.5
n,998,980,1036,1033,6,65,8,1017.0,994.0
i,1036,980,1074,1033,6,65,9,1055.0,1000.5
c,1074,980,1112,1034,6,65,10,1093.0,994.5
a,1112,980,1150,1034,6,65,11,1131.0,994.5
 ,1150,980,1188,1033,6,65,0,1169.0,980.0
y,1188,980,1226,1045,6,66,1,1207.0,999.5
 ,1226,980,1264,1033,6,66,0,1245.0,980.0
q,1264,980,1302,1045,6,67,1,1283.0,1000.0
u,1302,980,1340,1034,6,67,2,1321.0,994.0
e,1340,980,1378,1034,6,67,3,1359.0,994.5
",",1378,980,1416,1042,6,67,4,1397.0,989.5
 ,1416,980,1454,1033,6,67,0,1435.0,980.0
p,1454,980,1492,1045,6,68,1,1473.0,1000.0
o,1492,980,1530,1034,6,68,2,1511.0,994.5
r,1530,980,1568,1033,6,68,3,1549.0,994.0
 ,1568,980,1606,1033,6,68,0,1587.0,980.0
t,1606,980,1644,1034,6,69,1,1625.0,998.5
a,1644,980,1682,1034,6,69,2,1663.0,994.5
n,1682,980,1720,1033,6,69,3,1701.0,994.0
t,1720,980,1758,1034,6,69,4,1739.0,998.5
o,1758,980,1796,1034,6,69,5,1777.0,994.5
",",1796,980,1834,1042,6,69,6,1815.0,989.5
 ,1834,980,1872,1033,6,69,0,1853.0,980.0
r,1872,980,1910,1033,6,70,1,1891.0,994.0
e,1910,980,1948,1034,6,70,2,1929.0,994.5
q,1948,980,1986,1045,6,70,3,1967.0,1000.0
u,1986,980,2024,1034,6,70,4,2005.0,994.0
i,2024,980,2062,1033,6,70,5,2043.0,1000.5
e,2062,980,2100,1034,6,70,6,2081.0,994.5
r,2100,980,2138,1033,6,70,7,2119.0,994.0
e,2138,980,2176,1034,6,70,8,2157.0,994.5
n,2176,980,2214,1033,6,70,9,2195.0,994.0
 ,2214,980,2252,1033,6,70,0,2233.0,980.0
m,2252,980,2290,1033,6,71,1,2271.0,994.0
e,2290,980,2328,1034,6,71,2,2309.0,994.5
n,2328,980,2366,1033,6,71,3,2347.0,994.0
o,2366,980,2404,1034,6,71,4,2385.0,994.5
s,2404,980,2442,1034,6,71,5,2423.0,994.5
 ,2442,980,2480,1033,6,71,0,2461.0,980.0
g,2480,980,2518,1045,6,72,1,2499.0,1000.0
a,2518,980,2556,1034,6,72,2,2537.0,994.5
s,2556,980,2594,1034,6,72,3,2575.0,994.5
t,2594,980,2632,1034,6,72,4,2613.0,998.5
o,2632,980,2670,1034,6,72,5,2651.0,994.5
 ,2670,980,2708,1033,6,72,0,2689.0,980.0
e,2708,980,2746,1034,6,73,1,2727.0,994.5
n,2746,980,2784,1033,6,73,2,2765.0,994.0
e,2784,980,2822,1034,6,73,3,2803.0,994.5
r,2822,980,2860,1033,6,73,4,2841.0,994.0
g,2860,980,2898,1045,6,73,5,2879.0,1000.0
é,2898,980,2936,1034,6,73,6,2917.0,1000.5
t,2936,980,2974,1034,6,73,7,2955.0,998.5
i,2974,980,3012,1033,6,73,8,2993.0,1000.5
c,3012,980,3050,1034,6,73,9,3031.0,994.5
o,3050,980,3088,1034,6,73,10,3069.0,994.5
 ,3088,980,3126,1033,6,73,0,3107.0,980.0
d,3126,980,3164,1034,6,74,1,3145.0,1000.0
i,3164,980,3202,1033,6,74,2,3183.0,1000.5
a,3202,980,3240,1034,6,74,3,3221.0,994.5
r,3240,980,3278,1033,6,74,4,3259.0,994.0
i,3278,980,3316,1033,6,74,5,3297.0,1000.5
o,3316,980,3354,1034,6,74,6,3335.0,994.5
;,3354,980,3392,1039,6,74,7,3373.0,996.5
c,10,1106,48,1160,7,75,1,29.0,1120.5
l,48,1106,86,1159,7,75,2,67.0,1125.5
a,86,1106,124,1160,7,75,3,105.0,1120.5
r,124,1106,162,1159,7,75,4,143.0,1120.0
a,162,1106,200,1160,7,75,5,181.0,1120.5
 ,200,1106,238,1159,7,75,0,219.0,1106.0
d,238,1106,276,1160,7,76,1,257.0,1126.0
i,276,1106,314,1159,7,76,2,295.0,1126.5
v,314,1106,352,1159,7,76,3,333.0,1119.5
i,352,1106,390,1159,7,76,4,371.0,1126.5
