Character,X_Start,Y_Start,X_End,Y_End,Line_Number,Word_Number,Char_Number_in_Word,X_Center,Y_Center
o,2176,350,2214,404,1,9,4,2195.0,364.5
s,2214,350,2252,404,1,9,5,2233.0,364.5
",",2252,350,2290,412,1,9,6,2271.0,359.5
 ,2290,350,2328,403,1,9,0,2309.0,350.0
a,2328,350,2366,404,1,10,1,2347.0,364.5
 ,2366,350,2404,403,1,10,0,2385.0,350.0
p,2404,350,2442,415,1,11,1,2423.0,370.0
e,2442,350,2480,404,1,11,2,2461.0,364.5
s,2480,350,2518,404,1,11,3,2499.0,364.5
a,2518,350,2556,404,1,11,4,2537.0,364.5
r,2556,350,2594,403,1,11,5,2575.0,364.0
 ,2594,350,2632,403,1,11,0,2613.0,350.0
d,2632,350,2670,404,1,12,1,2651.0,370.0
e,2670,350,2708,404,1,12,2,2689.0,364.5
 ,2708,350,2746,403,1,12,0,2727.0,350.0
h,2746,350,2784,403,1,13,1,2765.0,369.5
a,2784,350,2822,404,1,13,2,2803.0,364.5
b,2822,350,2860,404,1,13,3,2841.0,370.0
e,2860,350,2898,404,1,13,4,2879.0,364.5
r,2898,350,2936,403,1,13,5,2917.0,364.0
 ,2936,350,2974,403,1,13,0,2955.0,350.0
s,2974,350,3012,404,1,14,1,2993.0,364.5
o,3012,350,3050,404,1,14,2,3031.0,364.5
b,3050,350,3088,404,1,14,3,3069.0,370.0
r,3088,350,3126,403,1,14,4,3107.0,364.0
e,3126,350,3164,404,1,14,5,3145.0,364.5
v,3164,350,3202,403,1,14,6,3183.0,363.5
i,3202,350,3240,403,1,14,7,3221.0,370.5
v,3240,350,3278,403,1,14,8,3259.0,363.5
i,3278,350,3316,403,1,14,9,3297.0,370.5
d,3316,350,3354,404,1,14,10,3335.0,370.0
o,3354,350,3392,404,1,14,11,3373.0,364.5
 ,3392,350,3430,403,1,14,0,3411.0,350.0
a,3430,350,3468,404,1,15,1,3449.0,364.5
o,10,476,48,530,2,16,1,29.0,490.5
t,48,476,86,530,2,16,2,67.0,494.5
r,86,476,124,529,2,16,3,105.0,490.0
o,124,476,162,530,2,16,4,143.0,490.5
s,162,476,200,530,2,16,5,181.0,490.5
 ,200,476,238,529,2,16,0,219.0,476.0
e,238,476,276,530,2,17,1,257.0,490.5
p,276,476,314,541,2,17,2,295.0,496.0
i,314,476,352,529,2,17,3,333.0,496.5
s,352,476,390,530,2,17,4,371.0,490.5
o,390,476,428,530,2,17,5,409.0,490.5
d,428,476,466,530,2,17,6,447.0,496.0
i,466,476,504,529,2,17,7,485.0,496.5
o,504,476,542,530,2,17,8,523.0,490.5
s,542,476,580,530,2,17,9,561.0,490.5
 ,580,476,618,529,2,17,0,599.0,476.0
c,618,476,656,530,2,18,1,637.0,490.5
l,656,476,694,529,2,18,2,675.0,495.5
i,694,476,732,529,2,18,3,713.0,496.5
m,732,476,770,529,2,18,4,751.0,490.0
á,770,476,808,530,2,18,5,789.0,496.5
t,808,476,846,530,2,18,6,827.0,494.5
i,846,476,884,529,2,18,7,865.0,496.5
c,884,476,922,530,2,18,8,903.0,490.5
o,922,476,960,530,2,18,9,941.0,490.5
s,960,476,998,530,2,18,10,979.0,490.5
 ,998,476,1036,529,2,18,0,1017.0,476.0
a,1036,476,1074,530,2,19,1,1055.0,490.5
d,1074,476,1112,530,2,19,2,1093.0,496.0
v,1112,476,1150,529,2,19,3,1131.0,489.5
e,1150,476,1188,530,2,19,4,1169.0,490.5
r,1188,476,1226,529,2,19,5,1207.0,490.0
s,1226,476,1264,530,2,19,6,1245.0,490.5
o,1264,476,1302,530,2,19,7,1283.0,490.5
s,1302,476,1340,530,2,19,8,1321.0,490.5
",",1340,476,1378,538,2,19,9,1359.0,485.5
 ,1378,476,1416,529,2,19,0,1397.0,476.0
t,1416,476,1454,530,2,20,1,1435.0,494.5
i,1454,476,1492,529,2,20,2,1473.0,496.5
e,1492,476,1530,530,2,20,3,1511.0,490.5
n,1530,476,1568,529,2,20,4,1549.0,490.0
e,1568,476,1606,530,2,20,5,1587.0,490.5
 ,1606,476,1644,529,2,20,0,1625.0,476.0
u,1644,476,1682,530,2,21,1,1663.0,490.0
n,1682,476,1720,529,2,21,2,1701.0,490.0
a,1720,476,1758,530,2,21,3,1739.0,490.5
 ,1758,476,1796,529,2,21,0,1777.0,476.0
e,1796,476,1834,530,2,22,1,1815.0,490.5
x,1834,476,1872,529,2,22,2,1853.0,489.5
p,1872,476,1910,541,2,22,3,1891.0,496.0
l,1910,476,1948,529,2,22,4,1929.0,495.5
i,1948,476,1986,529,2,22,5,1967.0,496.5
c,1986,476,2024,530,2,22,6,2005.0,490.5
a,2024,476,2062,530,2,22,7,2043.0,490.5
c,2062,476,2100,530,2,22,8,2081.0,490.5
i,2100,476,2138,529,2,22,9,2119.0,496.5
ó,2138,476,2176,530,2,22,10,2157.0,496.5
n,2176,476,2214,529,2,22,11,2195.0,490.0
 ,2214,476,2252,529,2,22,0,2233.0,476.0
d,2252,476,2290,530,2,23,1,2271.0,496.0
o,2290,476,2328,530,2,23,2,2309.0,490.5
b,2328,476,2366,530,2,23,3,2347.0,496.0
l,2366,476,2404,529,2,23,4,2385.0,495.5
e,2404,476,2442,530,2,23,5,2423.0,490.5
.,2442,476,2480,530,2,23,6,2461.0,480.0
 ,2480,476,2518,529,2,23,0,2499.0,476.0
S,2518,476,2556,530,2,24,1,2537.0,495.0
e,2556,476,2594,530,2,24,2,2575.0,490.5
g,2594,476,2632,541,2,24,3,2613.0,496.0
ú,2632,476,2670,530,2,24,4,2651.0,496.5
n,2670,476,2708,529,2,24,5,2689.0,490.0
 ,2708,476,2746,529,2,24,0,2727.0,476.0
J,2746,476,2784,530,2,25,1,2765.0,494.5
o,2784,476,2822,530,2,25,2,2803.0,490.5
h,2822,476,2860,529,2,25,3,2841.0,495.5
n,2860,476,2898,529,2,25,4,2879.0,490.0
 ,2898,476,2936,529,2,25,0,2917.0,476.0
R,2936,476,2974,529,2,26,1,2955.0,494.0
.,2974,476,3012,530,2,26,2,2993.0,480.0
 ,3012,476,3050,529,2,26,0,3031.0,476.0
S,3050,476,3088,530,2,27,1,3069.0,495.0
t,3088,476,3126,530,2,27,2,3107.0,494.5
e,3126,476,3164,530,2,27,3,3145.0,490.5
w,3164,476,3202,529,2,27,4,3183.0,489.5
a,3202,476,3240,530,2,27,5,3221.0,490.5
r,3240,476,3278,529,2,27,6,3259.0,490.0
t,3278,476,3316,530,2,27,7,3297.0,494.5
",",3316,476,3354,538,2,27,8,3335.0,485.5
c,10,602,48,656,3,28,1,29.0,616.5
a,48,602,86,656,3,28,2,67.0,616.5
d,86,602,124,656,3,28,3,105.0,622.0
a,124,602,162,656,3,28,4,143.0,616.5
 ,162,602,200,655,3,28,0,181.0,602.0
t,200,602,238,656,3,29,1,219.0,620.5
r,238,602,276,655,3,29,2,257.0,616.0
a,276,602,314,656,3,29,3,295.0,616.5
n,314,602,352,655,3,29,4,333.0,616.0
s,352,602,390,656,3,29,5,371.0,616.5
i,390,602,428,655,3,29,6,409.0,622.5
c,428,602,466,656,3,29,7,447.0,616.5
i,466,602,504,655,3,29,8,485.0,622.5
ó,504,602,542,656,3,29,9,523.0,622.5
n,542,602,580,655,3,29,10,561.0,616.0
 ,580,602,618,655,3,29,0,599.0,602.0
c,618,602,656,656,3,30,1,637.0,616.5
l,656,602,694,655,3,30,2,675.0,621.5
i,694,602,732,655,3,30,3,713.0,622.5
m,732,602,770,655,3,30,4,751.0,616.0
á,770,602,808,656,3,30,5,789.0,622.5
t,808,602,846,656,3,30,6,827.0,620.5
i,846,602,884,655,3,30,7,865.0,622.5
c,884,602,922,656,3,30,8,903.0,616.5
a,922,602,960,656,3,30,9,941.0,616.5
 ,960,602,998,655,3,30,0,979.0,602.0
e,998,602,1036,656,3,31,1,1017.0,616.5
n,1036,602,1074,655,3,31,2,1055.0,616.0
 ,1074,602,1112,655,3,31,0,1093.0,602.0
e,1112,602,1150,656,3,32,1,1131.0,616.5
l,1150,602,1188,655,3,32,2,1169.0,621.5
 ,1188,602,1226,655,3,32,0,1207.0,602.0
P,1226,602,1264,655,3,33,1,1245.0,620.0
l,1264,602,1302,655,3,33,2,1283.0,621.5
e,1302,602,1340,656,3,33,3,1321.0,616.5
i,1340,602,1378,655,3,33,4,1359.0,622.5
s,1378,602,1416,656,3,33,5,1397.0,616.5
t,1416,602,1454,656,3,33,6,1435.0,620.5
o,1454,602,1492,656,3,33,7,1473.0,616.5
c,1492,602,1530,656,3,33,8,1511.0,616.5
e,1530,602,1568,656,3,33,9,1549.0,616.5
n,1568,602,1606,655,3,33,10,1587.0,616.0
o,1606,602,1644,656,3,33,11,1625.0,616.5
 ,1644,602,1682,655,3,33,0,1663.0,602.0
f,1682,602,1720,655,3,34,1,1701.0,621.5
u,1720,602,1758,656,3,34,2,1739.0,616.0
e,1758,602,1796,656,3,34,3,1777.0,616.5
 ,1796,602,1834,655,3,34,0,1815.0,602.0
d,1834,602,1872,656,3,35,1,1853.0,622.0
i,1872,602,1910,655,3,35,2,1891.0,622.5
s,1910,602,1948,656,3,35,3,1929.0,616.5
t,1948,602,1986,656,3,35,4,1967.0,620.5
i,1986,602,2024,655,3,35,5,2005.0,622.5
n,2024,602,2062,655,3,35,6,2043.0,616.0
t,2062,602,2100,656,3,35,7,2081.0,620.5
a,2100,602,2138,656,3,35,8,2119.0,616.5
",",2138,602,2176,664,3,35,9,2157.0,611.5
 ,2176,602,2214,655,3,35,0,2195.0,602.0
p,2214,602,2252,667,3,36,1,2233.0,622.0
o,2252,602,2290,656,3,36,2,2271.0,616.5
r,2290,602,2328,655,3,36,3,2309.0,616.0
 ,2328,602,2366,655,3,36,0,2347.0,602.0
l,2366,602,2404,655,3,37,1,2385.0,621.5
o,2404,602,2442,656,3,37,2,2423.0,616.5
 ,2442,602,2480,655,3,37,0,2461.0,602.0
q,2480,602,2518,667,3,38,1,2499.0,622.0
u,2518,602,2556,656,3,38,2,2537.0,616.0
e,2556,602,2594,656,3,38,3,2575.0,616.5
 ,2594,602,2632,655,3,38,0,2613.0,602.0
n,2632,602,2670,655,3,39,1,2651.0,616.0
o,2670,602,2708,656,3,39,2,2689.0,616.5
 ,2708,602,2746,655,3,39,0,2727.0,602.0
s,2746,602,2784,656,3,40,1,2765.0,616.5
e,2784,602,2822,656,3,40,2,2803.0,616.5
 ,2822,602,2860,655,3,40,0,2841.0,602.0
p,2860,602,2898,667,3,41,1,2879.0,622.0
u,2898,602,2936,656,3,41,2,2917.0,616.0
e,2936,602,2974,656,3,41,3,2955.0,616.5
d,2974,602,3012,656,3,41,4,2993.0,622.0
e,3012,602,3050,656,3,41,5,3031.0,616.5
n,3050,602,3088,655,3,41,6,3069.0,616.0
e,10,728,48,782,4,42,1,29.0,742.5
x,48,728,86,781,4,42,2,67.0,741.5
t,86,728,124,782,4,42,3,105.0,746.5
r,124,728,162,781,4,42,4,143.0,742.0
a,162,728,200,782,4,42,5,181.0,742.5
p,200,728,238,793,4,42,6,219.0,748.0
o,238,728,276,782,4,42,7,257.0,742.5
l,276,728,314,781,4,42,8,295.0,747.5
a,314,728,352,782,4,42,9,333.0,742.5
r,352,728,390,781,4,42,10,371.0,742.0
 ,390,728,428,781,4,42,0,409.0,728.0
p,428,728,466,793,4,43,1,447.0,748.0
a,466,728,504,782,4,43,2,485.0,742.5
t,504,728,542,782,4,43,3,523.0,746.5
r,542,728,580,781,4,43,4,561.0,742.0
o,580,728,618,782,4,43,5,599.0,742.5
n,618,728,656,781,4,43,6,637.0,742.0
e,656,728,694,782,4,43,7,675.0,742.5
s,694,728,732,782,4,43,8,713.0,742.5
 ,732,728,770,781,4,43,0,751.0,728.0
e,770,728,808,782,4,44,1,789.0,742.5
n,808,728,846,781,4,44,2,827.0,742.0
t,846,728,884,782,4,44,3,865.0,746.5
r,884,728,922,781,4,44,4,903.0,742.0
e,922,728,960,782,4,44,5,941.0,742.5
 ,960,728,998,781,4,44,0,979.0,728.0
e,998,728,1036,782,4,45,1,1017.0,742.5
l,1036,728,1074,781,4,45,2,1055.0,747.5
l,1074,728,1112,781,4,45,3,1093.0,747.5
a,1112,728,1150,782,4,45,4,1131.0,742.5
s,1150,728,1188,782,4,45,5,1169.0,742.5
.,1188,728,1226,782,4,45,6,1207.0,732.0
 ,1226,728,1264,781,4,45,0,1245.0,728.0
A,1264,728,1302,781,4,46,1,1283.0,746.0
d,1302,728,1340,782,4,46,2,1321.0,748.0
e,1340,728,1378,782,4,46,3,1359.0,742.5
m,1378,728,1416,781,4,46,4,1397.0,742.0
á,1416,728,1454,782,4,46,5,1435.0,748.5
s,1454,728,1492,782,4,46,6,1473.0,742.5
",",1492,728,1530,790,4,46,7,1511.0,737.5
 ,1530,728,1568,781,4,46,0,1549.0,728.0
l,1568,728,1606,781,4,47,1,1587.0,747.5
a,1606,728,1644,782,4,47,2,1625.0,742.5
 ,1644,728,1682,781,4,47,0,1663.0,728.0
e,1682,728,1720,782,4,48,1,1701.0,742.5
x,1720,728,1758,781,4,48,2,1739.0,741.5
t,1758,728,1796,782,4,48,3,1777.0,746.5
i,1796,728,1834,781,4,48,4,1815.0,748.5
n,1834,728,1872,781,4,48,5,1853.0,742.0
c,1872,728,1910,782,4,48,6,1891.0,742.5
i,1910,728,1948,781,4,48,7,1929.0,748.5
ó,1948,728,1986,782,4,48,8,1967.0,748.5
n,1986,728,2024,781,4,48,9,2005.0,742.0
 ,2024,728,2062,781,4,48,0,2043.0,728.0
n,2062,728,2100,781,4,49,1,2081.0,742.0
o,2100,728,2138,782,4,49,2,2119.0,742.5
 ,2138,728,2176,781,4,49,0,2157.0,728.0
s,2176,728,2214,782,4,50,1,2195.0,742.5
e,2214,728,2252,782,4,50,2,2233.0,742.5
 ,2252,728,2290,781,4,50,0,2271.0,728.0
d,2290,728,2328,782,4,51,1,2309.0,748.0
e,2328,728,2366,782,4,51,2,2347.0,742.5
b,2366,728,2404,782,4,51,3,2385.0,748.0
i,2404,728,2442,781,4,51,4,2423.0,748.5
ó,2442,728,2480,782,4,51,5,2461.0,748.5
 ,2480,728,2518,781,4,51,0,2499.0,728.0
s,2518,728,2556,782,4,52,1,2537.0,742.5
o,2556,728,2594,782,4,52,2,2575.0,742.5
l,2594,728,2632,781,4,52,3,2613.0,747.5
o,2632,728,2670,782,4,52,4,2651.0,742.5
 ,2670,728,2708,781,4,52,0,2689.0,728.0
a,2708,728,2746,782,4,53,1,2727.0,742.5
l,2746,728,2784,781,4,53,2,2765.0,747.5
 ,2784,728,2822,781,4,53,0,2803.0,728.0
f,2822,728,2860,781,4,54,1,2841.0,747.5
r,2860,728,2898,781,4,54,2,2879.0,742.0
í,2898,728,2936,781,4,54,3,2917.0,748.0
o,2936,728,2974,782,4,54,4,2955.0,742.5
",",2974,728,3012,790,4,54,5,2993.0,737.5
 ,3012,728,3050,781,4,54,0,3031.0,728.0
s,3050,728,3088,782,4,55,1,3069.0,742.5
i,3088,728,3126,781,4,55,2,3107.0,748.5
n,3126,728,3164,781,4,55,3,3145.0,742.0
o,3164,728,3202,782,4,55,4,3183.0,742.5
 ,3202,728,3240,781,4,55,0,3221.0,728.0
a,3240,728,3278,782,4,56,1,3259.0,742.5
r,10,854,48,907,5,57,1,29.0,868.0
á,48,854,86,908,5,57,2,67.0,874.5
p,86,854,124,919,5,57,3,105.0,874.0
i,124,854,162,907,5,57,4,143.0,874.5
d,162,854,200,908,5,57,5,181.0,874.0
a,200,854,238,908,5,57,6,219.0,868.5
s,238,854,276,908,5,57,7,257.0,868.5
 ,276,854,314,907,5,57,0,295.0,854.0
y,314,854,352,919,5,58,1,333.0,873.5
 ,352,854,390,907,5,58,0,371.0,854.0
e,390,854,428,908,5,59,1,409.0,868.5
x,428,854,466,907,5,59,2,447.0,867.5
t,466,854,504,908,5,59,3,485.0,872.5
r,504,854,542,907,5,59,4,523.0,868.0
e,542,854,580,908,5,59,5,561.0,868.5
m,580,854,618,907,5,59,6,599.0,868.0
a,618,854,656,908,5,59,7,637.0,868.5
s,656,854,694,908,5,59,8,675.0,868.5
 ,694,854,732,907,5,59,0,713.0,854.0
o,732,854,770,908,5,60,1,751.0,868.5
s,770,854,808,908,5,60,2,789.0,868.5
c,808,854,846,908,5,60,3,827.0,868.5
i,846,854,884,907,5,60,4,865.0,874.5
l,884,854,922,907,5,60,5,903.0,873.5
a,922,854,960,908,5,60,6,941.0,868.5
c,960,854,998,908,5,60,7,979.0,868.5
i,998,854,1036,907,5,60,8,1017.0,874.5
o,1036,854,1074,908,5,60,9,1055.0,868.5
n,1074,854,1112,907,5,60,10,1093.0,868.0
e,1112,854,1150,908,5,60,11,1131.0,868.5
s,1150,854,1188,908,5,60,12,1169.0,868.5
 ,1188,854,1226,907,5,60,0,1207.0,854.0
c,1226,854,1264,908,5,61,1,1245.0,868.5
l,1264,854,1302,907,5,61,2,1283.0,873.5
i,1302,854,1340,907,5,61,3,1321.0,874.5
m,1340,854,1378,907,5,61,4,1359.0,868.0
á,1378,854,1416,908,5,61,5,1397.0,874.5
t,1416,854,1454,908,5,61,6,1435.0,872.5
i,1454,854,1492,907,5,61,7,1473.0,874.5
c,1492,854,1530,908,5,61,8,1511.0,868.5
a,1530,854,1568,908,5,61,9,1549.0,868.5
s,1568,854,1606,908,5,61,10,1587.0,868.5
",",1606,854,1644,916,5,61,11,1625.0,863.5
 ,1644,854,1682,907,5,61,0,1663.0,854.0
q,1682,854,1720,919,5,62,1,1701.0,874.0
u,1720,854,1758,908,5,62,2,1739.0,868.0
e,1758,854,1796,908,5,62,3,1777.0,868.5
 ,1796,854,1834,907,5,62,0,1815.0,854.0
i,1834,854,1872,907,5,63,1,1853.0,874.5
m,1872,854,1910,907,5,63,2,1891.0,868.0
p,1910,854,1948,919,5,63,3,1929.0,874.0
i,1948,854,1986,907,5,63,4,1967.0,874.5
d,1986,854,2024,908,5,63,5,2005.0,874.0
i,2024,854,2062,907,5,63,6,2043.0,874.5
e,2062,854,2100,908,5,63,7,2081.0,868.5
r,2100,854,2138,907,5,63,8,2119.0,868.0
o,2138,854,2176,908,5,63,9,2157.0,868.5
n,2176,854,2214,907,5,63,10,2195.0,868.0
 ,2214,854,2252,907,5,63,0,2233.0,854.0
l,2252,854,2290,907,5,64,1,2271.0,873.5
a,2290,854,2328,908,5,64,2,2309.0,868.5
 ,2328,854,2366,907,5,64,0,2347.0,854.0
r,2366,854,2404,907,5,65,1,2385.0,868.0
e,2404,854,2442,908,5,65,2,2423.0,868.5
c,2442,854,2480,908,5,65,3,2461.0,868.5
u,2480,854,2518,908,5,65,4,2499.0,868.0
p,2518,854,2556,919,5,65,5,2537.0,874.0
e,2556,854,2594,908,5,65,6,2575.0,868.5
r,2594,854,2632,907,5,65,7,2613.0,868.0
a,2632,854,2670,908,5,65,8,2651.0,868.5
c,2670,854,2708,908,5,65,9,2689.0,868.5
i,2708,854,2746,907,5,65,10,2727.0,874.5
ó,2746,854,2784,908,5,65,11,2765.0,874.5
n,2784,854,2822,907,5,65,12,2803.0,868.0
 ,2822,854,2860,907,5,65,0,2841.0,854.0
d,2860,854,2898,908,5,66,1,2879.0,874.0
e,2898,854,2936,908,5,66,2,2917.0,868.5
 ,2936,854,2974,907,5,66,0,2955.0,854.0
l,2974,854,3012,907,5,67,1,2993.0,873.5
a,3012,854,3050,908,5,67,2,3031.0,868.5
s,3050,854,3088,908,5,67,3,3069.0,868.5
p,10,980,48,1045,6,68,1,29.0,1000.0
o,48,980,86,1034,6,68,2,67.0,994.5
b,86,980,124,1034,6,68,3,105.0,1000.0
l,124,980,162,1033,6,68,4,143.0,999.5
a,162,980,200,1034,6,68,5,181.0,994.5
c,200,980,238,1034,6,68,6,219.0,994.5
i,238,980,276,1033,6,68,7,257.0,1000.5
o,276,980,314,1034,6,68,8,295.0,994.5
n,314,980,352,1033,6,68,9,333.0,994.0
e,352,980,390,1034,6,68,10,371.0,994.5
s,390,980,428,1034,6,68,11,409.0,994.5
.,428,980,466,1034,6,68,12,447.0,984.0
 ,466,980,504,1033,6,68,0,485.0,980.0
E,504,980,542,1033,6,69,1,523.0,998.0
s,542,980,580,1034,6,69,2,561.0,994.5
t,580,980,618,1034,6,69,3,599.0,998.5
e,618,980,656,1034,6,69,4,637.0,994.5
 ,656,980,694,1033,6,69,0,675.0,980.0
f,694,980,732,1033,6,70,1,713.0,999.5
a,732,980,770,1034,6,70,2,751.0,994.5
c,770,980,808,1034,6,70,3,789.0,994.5
t,808,980,846,1034,6,70,4,827.0,998.5
o,846,980,884,1034,6,70,5,865.0,994.5
r,884,980,922,1033,6,70,6,903.0,994.0
 ,922,980,960,1033,6,70,0,941.0,980.0
d,960,980,998,1034,6,71,1,979.0,1000.0
e,998,980,1036,1034,6,71,2,1017.0,994.5
 ,1036,980,1074,1033,6,71,0,1055.0,980.0
i,1074,980,1112,1033,6,72,1,1093.0,1000.5
n,1112,980,1150,1033,6,72,2,1131.0,994.0
e,1150,980,1188,1034,6,72,3,1169.0,994.5
s,1188,980,1226,1034,6,72,4,1207.0,994.5
t,1226,980,1264,1034,6,72,5,1245.0,998.5
a,1264,980,1302,1034,6,72,6,1283.0,994.5
b,1302,980,1340,1034,6,72,7,1321.0,1000.0
i,1340,980,1378,1033,6,72,8,1359.0,1000.5
l,1378,980,1416,1033,6,72,9,1397.0,999.5
i,1416,980,1454,1033,6,72,10,1435.0,1000.5
d,1454,980,1492,1034,6,72,11,1473.0,1000.0
a,1492,980,1530,1034,6,72,12,1511.0,994.5
d,1530,980,1568,1034,6,72,13,1549.0,1000.0
 ,1568,980,1606,1033,6,72,0,1587.0,980.0
f,1606,980,1644,1033,6,73,1,1625.0,999.5
u,1644,980,1682,1034,6,73,2,1663.0,994.0
e,1682,980,1720,1034,6,73,3,1701.0,994.5
 ,1720,980,1758,1033,6,73,0,1739.0,980.0
d,1758,980,1796,1034,6,74,1,1777.0,1000.0
e,1796,980,1834,1034,6,74,2,1815.0,994.5
c,1834,980,1872,1034,6,74,3,1853.0,994.5
i,1872,980,1910,1033,6,74,4,1891.0,1000.5
s,1910,980,1948,1034,6,74,5,1929.0,994.5
i,1948,980,1986,1033,6,74,6,1967.0,1000.5
v,1986,980,2024,1033,6,74,7,2005.0,993.5
o,2024,980,2062,1034,6,74,8,2043.0,994.5
",",2062,980,2100,1042,6,74,9,2081.0,989.5
 ,2100,980,2138,1033,6,74,0,2119.0,980.0
m,2138,980,2176,1033,6,75,1,2157.0,994.0
á,2176,980,2214,1034,6,75,2,2195.0,1000.5
s,2214,980,2252,1034,6,75,3,2233.0,994.5
 ,2252,980,2290,1033,6,75,0,2271.0,980.0
a,2290,980,2328,1034,6,76,1,2309.0,994.5
l,2328,980,2366,1033,6,76,2,2347.0,999.5
l,2366,980,2404,1033,6,76,3,2385.0,999.5
á,2404,980,2442,1034,6,76,4,2423.0,1000.5
 ,2442,980,2480,1033,6,76,0,2461.0,980.0
d,2480,980,2518,1034,6,77,1,2499.0,1000.0
e,2518,980,2556,1034,6,77,2,2537.0,994.5
 ,2556,980,2594,1033,6,77,0,2575.0,980.0
s,2594,980,2632,1034,6,78,1,2613.0,994.5
i,2632,980,2670,1033,6,78,2,2651.0,1000.5
 ,2670,980,2708,1033,6,78,0,2689.0,980.0
e,2708,980,2746,1034,6,79,1,2727.0,994.5
l,2746,980,2784,1033,6,79,2,2765.0,999.5
 ,2784,980,2822,1033,6,79,0,2803.0,980.0
c,2822,980,2860,1034,6,80,1,2841.0,994.5
l,2860,980,2898,1033,6,80,2,2879.0,999.5
i,2898,980,2936,1033,6,80,3,2917.0,1000.5
m,2936,980,2974,1033,6,80,4,2955.0,994.0
a,2974,980,3012,1034,6,80,5,2993.0,994.5
 ,3012,980,3050,1033,6,80,0,3031.0,980.0
e,3050,980,3088,1034,6,81,1,3069.0,994.5
r,3088,980,3126,1033,6,81,2,3107.0,994.0
a,3126,980,3164,1034,6,81,3,3145.0,994.5
 ,3164,980,3202,1033,6,81,0,3183.0,980.0
f,3202,980,3240,1033,6,82,1,3221.0,999.5
r,3240,980,3278,1033,6,82,2,3259.0,994.0
í,3278,980,3316,1033,6,82,3,3297.0,1000.0
o,3316,980,3354,1034,6,82,4,3335.0,994.5
 ,3354,980,3392,1033,6,82,0,3373.0,980.0
o,3392,980,3430,1034,6,83,1,3411.0,994.5
c,10,1106,48,1160,7,84,1,29.0,1120.5
á,48,1106,86,1160,7,84,2,67.0,1126.5
l,86,1106,124,1159,7,84,3,105.0,1125.5
i,124,1106,162,1159,7,84,4,143.0,1126.5
d,162,1106,200,1160,7,84,5,181.0,1126.0
o,200,1106,238,1160,7,84,6,219.0,1120.5
.,238,1106,276,1160,7,84,7,257.0,1110.0
