Trial	Trial Start Raw Time [ms]	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category	Eye L/R	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Start Raw Time [ms]	Event End Raw Time [ms]	Event Duration [ms]	Fixation Position X [px]	Fixation Position Y [px]	Fixation Average Pupil Size X [px]	Fixation Average Pupil Size Y [px]	Fixation Average Pupil Diameter [mm]	Fixation Dispersion X [px]	Fixation Dispersion Y [px]	AOI Name
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	101	33235.2	33415.0	1738679853667.0	1738679853846.9	179.9	415.7	627.5	3.5	3.5	3.5	51.1	41.5	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	102	33435.1	33595.1	1738679853866.9	1738679854027.0	160.1	477.1	602.9	3.5	3.5	3.4	20.5	26.2	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	103	33687.1	33918.9	1738679854118.9	1738679854350.8	231.9	599.4	592.3	3.5	3.5	3.5	16.7	20.3	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	104	33946.9	34250.9	1738679854378.8	1738679854682.7	304.0	750.8	632.8	3.5	3.5	3.5	29.9	37.1	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	105	34278.9	34574.8	1738679854710.7	1738679855006.6	295.9	880.3	627.9	3.5	3.5	3.5	30.0	25.4	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	106	34682.8	34958.6	1738679855114.6	1738679855390.5	275.9	1081.8	605.3	3.4	3.4	3.4	22.2	29.7	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	107	35130.6	35318.6	1738679855562.5	1738679855750.4	187.9	1177.7	617.6	3.4	3.4	3.4	29.4	58.4	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	108	35346.5	35870.4	1738679855778.4	1738679856302.3	523.9	1334.1	612.2	3.4	3.4	3.3	15.5	21.9	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	109	35894.4	36214.3	1738679856326.3	1738679856646.1	319.8	1392.3	595.6	3.4	3.4	3.4	25.6	18.4	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	110	36258.4	36598.3	1738679856690.3	1738679857030.2	339.9	1573.9	570.0	3.4	3.4	3.4	22.4	34.0	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	111	36622.2	36898.1	1738679857054.1	1738679857330.0	275.9	1574.9	566.6	3.4	3.4	3.4	11.8	19.6	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	112	37034.1	37190.1	1738679857465.9	1738679857622.0	156.1	1629.3	551.8	3.4	3.4	3.4	15.5	16.1	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	113	37226.1	37374.1	1738679857657.9	1738679857806.0	148.1	1721.4	549.0	3.4	3.4	3.4	16.7	21.0	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	114	37730.0	38161.8	1738679858161.8	1738679858593.7	431.8	430.7	662.7	3.4	3.4	3.4	36.9	33.2	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	115	38189.9	38469.8	1738679858621.7	1738679858901.6	279.9	471.2	666.5	3.5	3.5	3.5	48.6	34.9	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	116	38601.8	38809.6	1738679859033.7	1738679859241.5	207.8	619.5	657.0	3.5	3.5	3.5	16.0	19.0	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	117	38853.7	39145.6	1738679859285.5	1738679859577.5	291.9	731.6	694.1	3.4	3.4	3.4	18.1	30.2	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	118	39169.5	39341.5	1738679859601.3	1738679859773.4	172.0	771.0	680.5	3.5	3.5	3.5	15.7	25.6	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	119	39381.7	39573.4	1738679859813.6	1738679860005.3	191.7	906.1	685.5	3.4	3.4	3.4	16.6	20.2	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	120	39693.4	39953.4	1738679860125.3	1738679860385.2	259.9	989.6	658.7	3.5	3.5	3.5	24.4	28.9	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	121	39989.4	40265.3	1738679860421.3	1738679860697.2	275.8	1153.3	667.1	3.5	3.5	3.5	24.5	22.6	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	122	40305.2	40569.2	1738679860737.1	1738679861001.1	264.0	1355.2	657.8	3.4	3.4	3.4	33.6	32.4	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	123	40605.2	40773.1	1738679861037.1	1738679861204.9	167.9	1348.5	667.3	3.4	3.4	3.4	13.5	28.4	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	124	40801.1	41093.1	1738679861233.0	1738679861525.0	292.0	1434.7	668.9	3.4	3.4	3.4	28.3	23.2	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	125	41205.1	41456.9	1738679861636.9	1738679861888.8	251.9	1633.3	605.9	3.4	3.4	3.4	35.8	65.9	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	126	41484.9	41820.9	1738679861916.8	1738679862252.8	336.0	1733.0	625.2	3.3	3.3	3.3	37.1	16.9	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	127	41924.8	42164.7	1738679862356.7	1738679862596.6	239.9	226.3	740.2	3.5	3.5	3.5	38.2	16.9	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	128	42192.8	42576.6	1738679862624.7	1738679863008.5	383.8	279.7	720.9	3.5	3.5	3.5	40.1	34.7	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	129	42604.9	42876.6	1738679863036.8	1738679863308.5	271.7	256.0	704.4	3.5	3.5	3.5	22.4	28.4	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	130	42900.7	43588.5	1738679863332.5	1738679864020.3	687.8	351.7	715.9	3.5	3.5	3.5	27.3	38.6	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	131	43616.4	44576.1	1738679864048.3	1738679865008.0	959.7	366.9	738.2	3.5	3.5	3.5	44.4	60.0	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	132	44604.3	45116.1	1738679865036.2	1738679865547.9	511.8	373.5	733.4	3.5	3.5	3.5	27.4	18.9	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	133	45623.8	45787.9	1738679866055.7	1738679866219.7	164.1	272.6	303.6	3.6	3.6	3.6	34.1	16.8	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	134	45943.7	46135.6	1738679866375.6	1738679866567.5	191.9	445.5	308.2	3.6	3.6	3.6	44.9	38.5	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	135	46163.7	46439.8	1738679866595.5	1738679866871.7	276.1	546.2	319.1	3.6	3.6	3.6	51.8	46.1	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	136	46471.8	46703.7	1738679866903.6	1738679867135.6	232.0	722.9	308.9	3.6	3.6	3.6	21.9	41.2	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	137	46831.6	46927.6	1738679867263.4	1738679867359.4	96.0	900.3	311.6	3.6	3.6	3.6	16.3	28.7	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	138	47059.4	47191.4	1738679867491.3	1738679867623.3	132.0	853.7	300.3	3.6	3.6	3.6	4.9	15.4	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	139	47235.4	47391.5	1738679867667.3	1738679867823.4	156.2	743.6	114.1	3.6	3.6	3.6	20.9	35.5	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	140	47419.4	47595.4	1738679867851.3	1738679868027.3	176.0	809.2	150.9	3.6	3.6	3.6	14.8	49.6	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	141	47735.3	47855.2	1738679868167.2	1738679868287.1	120.0	1080.0	145.7	3.5	3.5	3.5	37.6	55.6	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	142	47999.2	48187.2	1738679868431.1	1738679868619.1	188.0	792.0	113.3	3.5	3.5	3.5	13.3	60.6	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	143	48323.1	48455.0	1738679868755.0	1738679868886.9	131.9	1078.6	95.9	3.4	3.4	3.4	32.2	59.6	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	144	48727.1	48911.1	1738679869159.0	1738679869342.9	183.9	1188.3	109.7	3.4	3.4	3.4	41.4	32.8	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	145	49194.9	49350.8	1738679869626.8	1738679869782.7	155.9	1192.5	105.2	3.5	3.5	3.5	15.0	22.5	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	146	49558.8	49654.8	1738679869990.7	1738679870086.7	96.0	1013.4	161.3	3.5	3.5	3.5	11.4	43.7	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	147	49978.7	50142.7	1738679870410.5	1738679870574.5	164.0	978.6	157.6	3.5	3.5	3.5	30.1	19.7	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	148	50790.5	50978.4	1738679871222.4	1738679871410.3	187.9	720.5	140.2	3.5	3.5	3.5	33.6	66.4	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	149	51034.4	51142.4	1738679871466.3	1738679871574.2	107.9	799.9	144.1	3.6	3.6	3.6	17.0	30.5	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	150	51218.4	51334.3	1738679871650.2	1738679871766.2	115.9	792.7	128.2	3.6	3.6	3.6	13.1	24.9	White Space
Trial004	1738679820431.9	pagina_1.png	0.0	51749.8	Prueba_TxtImagen	Coral	98.6	Eye	Fixation	Right	151	51414.3	51686.2	1738679871846.2	1738679872118.0	271.8	802.6	132.4	3.7	3.7	3.7	17.8	49.1	White Space

