Trial	Trial Start Raw Time [ms]	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Tracking Ratio [%]	Category Group	Category	Eye L/R	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Start Raw Time [ms]	Event End Raw Time [ms]	Event Duration [ms]	Fixation Position X [px]	Fixation Position Y [px]	Fixation Average Pupil Size X [px]	Fixation Average Pupil Size Y [px]	Fixation Average Pupil Diameter [mm]	Fixation Dispersion X [px]	Fixation Dispersion Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	AOI Name	Port Status	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	151	42656.7	42784.6	1714650057843.5	1714650057971.4	127.9	619.6	489.0	3.2	3.2	3.2	20.8	15.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	151	42784.6	42820.7	1714650057971.4	1714650058007.5	36.1	-	-	-	-	-	-	-	610.3	483.6	700.3	472.8	1.6	2795.2	4390.9	-4110.2	43.7	101.1	33.9	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	152	42820.7	42992.6	1714650058007.5	1714650058179.4	172.0	707.3	488.0	3.1	3.1	3.1	18.2	35.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	152	42992.6	43020.6	1714650058179.4	1714650058207.4	27.9	-	-	-	-	-	-	-	712.4	485.4	797.8	490.0	1.5	3777.6	5305.1	-4965.8	54.9	113.3	42.9	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	153	43020.6	43232.6	1714650058207.4	1714650058419.4	212.0	815.7	485.0	3.0	3.0	3.0	27.0	22.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	153	43232.6	43264.5	1714650058419.4	1714650058451.3	31.9	-	-	-	-	-	-	-	811.2	479.5	940.1	483.7	2.1	4212.1	5832.4	-5474.0	65.9	136.0	37.4	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	154	43264.5	43724.4	1714650058451.3	1714650058911.2	459.9	926.7	495.8	3.0	3.0	3.0	48.9	28.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	154	43724.4	43756.6	1714650058911.2	1714650058943.4	32.2	-	-	-	-	-	-	-	909.3	501.9	1015.6	503.2	1.8	3264.3	4209.1	-4268.3	55.9	96.6	37.3	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	155	43756.6	43888.4	1714650058943.4	1714650059075.2	131.8	1020.5	495.9	3.0	3.0	3.0	25.9	18.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	155	43888.4	43920.5	1714650059075.2	1714650059107.3	32.1	-	-	-	-	-	-	-	1018.4	489.5	1103.3	506.7	1.6	2870.4	3829.3	-3740.1	49.8	85.1	50.2	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	156	43920.5	44108.3	1714650059107.3	1714650059295.1	187.8	1112.8	503.8	3.0	3.0	3.0	25.1	17.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	156	44108.3	44140.4	1714650059295.1	1714650059327.2	32.1	-	-	-	-	-	-	-	1113.8	500.8	1170.0	509.9	1.0	1428.5	1820.4	-1936.8	30.9	52.2	62.4	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	157	44140.4	44304.3	1714650059327.2	1714650059491.1	163.9	1164.2	513.7	3.0	3.0	3.0	25.8	13.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	157	44304.3	44336.2	1714650059491.1	1714650059523.1	32.0	-	-	-	-	-	-	-	1168.6	511.2	1296.0	527.7	2.3	4786.8	6852.5	-6383.2	72.0	154.6	37.7	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	158	44336.2	44524.2	1714650059523.1	1714650059711.0	188.0	1316.1	511.3	3.1	3.1	3.1	39.4	29.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	159	44544.2	44628.1	1714650059731.0	1714650059815.0	84.0	1294.9	475.7	3.2	3.2	3.2	25.1	15.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	158	44628.1	44656.1	1714650059815.0	1714650059843.0	28.0	-	-	-	-	-	-	-	1286.1	470.6	1281.4	477.1	16.3	33755.5	40677.6	-40639.5	580.8	775.2	29.8	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	159	44716.2	44748.1	1714650059903.0	1714650059934.9	31.9	-	-	-	-	-	-	-	1291.5	474.9	1390.5	488.1	1.8	3210.7	4329.6	-4278.2	55.3	100.1	49.8	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	160	44748.1	45056.1	1714650059934.9	1714650060242.9	308.0	1383.0	500.0	3.1	3.1	3.1	25.5	36.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	160	45056.1	45092.2	1714650060242.9	1714650060279.0	36.1	-	-	-	-	-	-	-	1382.6	508.3	1532.8	514.9	2.6	4389.9	6470.0	-5986.3	72.9	142.5	44.2	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	161	45092.2	45284.0	1714650060279.0	1714650060470.8	191.8	1542.6	496.2	3.2	3.2	3.2	32.9	28.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	161	45284.0	45307.9	1714650060470.8	1714650060494.8	24.0	-	-	-	-	-	-	-	1540.1	499.3	1621.2	499.9	1.2	2788.2	3959.1	-3853.7	51.6	92.7	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	162	45307.9	45572.0	1714650060494.8	1714650060758.8	264.1	1615.1	500.9	3.2	3.2	3.2	30.7	15.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	162	45572.0	45707.9	1714650060758.8	1714650060894.7	135.9	-	-	-	-	-	-	-	1622.1	500.5	344.9	549.5	32.6	9092.3	27142.7	-25878.3	240.1	765.2	47.2	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	163	45707.9	45835.8	1714650060894.7	1714650061022.6	128.0	337.1	557.2	3.2	3.2	3.2	14.8	18.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	163	45835.8	45863.9	1714650061022.6	1714650061050.7	28.1	-	-	-	-	-	-	-	331.6	565.7	319.6	539.9	0.8	1290.3	1873.4	-1672.0	27.6	44.8	43.0	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	164	45863.9	46027.8	1714650061050.7	1714650061214.6	163.9	312.5	546.1	3.3	3.3	3.3	25.8	15.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	164	46027.8	46071.8	1714650061214.6	1714650061258.6	44.0	-	-	-	-	-	-	-	304.6	548.3	407.2	551.1	2.2	2650.2	5093.9	-4075.2	49.6	112.9	27.3	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	165	46071.8	46175.9	1714650061258.6	1714650061362.7	104.1	415.5	543.8	3.2	3.2	3.2	17.7	22.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	165	46175.9	46215.9	1714650061362.7	1714650061402.7	40.0	-	-	-	-	-	-	-	408.9	537.0	492.0	534.7	1.5	1644.1	2562.3	-2017.1	37.1	66.5	39.8	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	166	46215.9	46431.7	1714650061402.7	1714650061618.6	215.8	500.1	540.0	3.1	3.1	3.1	30.5	14.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	166	46431.7	46455.7	1714650061618.6	1714650061642.5	24.0	-	-	-	-	-	-	-	503.8	541.9	455.5	543.0	1.0	2332.6	3254.9	-3162.0	41.6	76.5	49.6	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	167	46455.7	46583.6	1714650061642.5	1714650061770.5	127.9	457.4	538.6	3.1	3.1	3.1	26.6	10.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	167	46583.6	46607.7	1714650061770.5	1714650061794.5	24.0	-	-	-	-	-	-	-	472.8	545.1	551.4	540.0	1.4	4038.7	5633.5	-5159.5	59.4	133.1	49.8	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	168	46627.7	46655.6	1714650061814.5	1714650061842.5	28.0	-	-	-	-	-	-	-	556.4	539.2	578.7	512.3	9.2	18943.9	22867.5	-22975.2	329.8	442.0	43.6	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	168	46655.6	46787.5	1714650061842.5	1714650061974.4	131.9	572.3	531.7	3.1	3.1	3.1	28.8	38.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	169	46787.5	46827.5	1714650061974.4	1714650062014.3	40.0	-	-	-	-	-	-	-	557.4	542.5	662.7	529.6	1.9	1918.2	3238.3	-2622.9	48.4	97.7	30.2	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	169	46827.5	47083.5	1714650062014.3	1714650062270.3	256.0	656.4	532.2	3.2	3.2	3.2	29.8	38.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	170	47083.5	47123.5	1714650062270.3	1714650062310.3	40.0	-	-	-	-	-	-	-	649.6	528.3	771.8	540.2	2.2	3137.1	5528.0	-4296.3	54.8	119.0	40.1	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	170	47123.5	47367.4	1714650062310.3	1714650062554.2	243.9	773.8	542.2	3.2	3.2	3.2	26.0	38.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	171	47367.4	47403.4	1714650062554.2	1714650062590.2	36.0	-	-	-	-	-	-	-	775.9	541.9	912.7	543.8	2.5	3948.1	5200.9	-5707.0	69.8	128.4	56.1	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	171	47403.4	47607.4	1714650062590.2	1714650062794.2	204.0	917.3	550.2	3.2	3.2	3.2	22.4	29.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	172	47607.4	47659.3	1714650062794.2	1714650062846.2	51.9	-	-	-	-	-	-	-	905.2	545.4	847.2	555.7	13.7	17337.9	29426.9	-30179.5	264.8	601.8	54.6	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	172	47659.3	47775.3	1714650062846.2	1714650062962.1	115.9	863.6	548.4	3.2	3.2	3.2	37.5	26.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	173	47775.3	47823.4	1714650062962.1	1714650063010.2	48.1	-	-	-	-	-	-	-	843.3	535.8	1075.9	532.8	4.5	5598.9	10080.4	-7410.0	94.4	216.5	41.7	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	173	47823.4	48103.2	1714650063010.2	1714650063290.1	279.9	1082.2	537.1	3.1	3.1	3.1	28.0	38.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	174	48103.2	48127.3	1714650063290.1	1714650063314.1	24.1	-	-	-	-	-	-	-	1081.8	547.3	1134.8	560.5	1.1	1987.2	2442.4	-2934.4	44.0	75.5	50.4	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	174	48127.3	48283.2	1714650063314.1	1714650063470.0	155.9	1154.6	562.1	3.2	3.2	3.2	35.6	35.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	175	48283.2	48331.2	1714650063470.0	1714650063518.0	48.0	-	-	-	-	-	-	-	1158.0	554.6	1543.4	467.1	7.5	8584.4	12365.1	-12486.5	156.7	266.6	66.7	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	175	48331.2	48503.1	1714650063518.0	1714650063689.9	171.9	1557.6	446.8	3.1	3.1	3.1	21.1	30.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	176	48523.2	48747.1	1714650063710.0	1714650063933.9	223.9	1511.1	436.7	3.1	3.1	3.1	13.6	17.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	177	48763.1	48994.9	1714650063949.9	1714650064181.8	231.9	1545.7	436.8	3.0	3.0	3.0	26.9	15.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	178	49010.9	49287.0	1714650064197.8	1714650064473.8	276.0	1523.2	426.4	3.0	3.0	3.0	25.9	25.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Blink	Right	5	49287.0	49526.9	1714650064473.8	1714650064713.7	239.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	179	49526.9	49630.8	1714650064713.7	1714650064817.6	103.9	1581.8	451.3	3.2	3.2	3.2	45.0	26.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	180	49658.9	49878.8	1714650064845.7	1714650065065.6	219.9	1566.4	443.7	3.1	3.1	3.1	64.7	29.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	176	49878.8	49902.8	1714650065065.6	1714650065089.6	24.0	-	-	-	-	-	-	-	1524.4	431.1	1512.4	465.1	0.7	1129.8	948.6	-2284.8	30.9	56.4	50.1	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	177	49930.8	49962.8	1714650065117.6	1714650065149.6	32.0	-	-	-	-	-	-	-	1510.9	467.7	1614.4	442.2	1.9	4244.9	6078.7	-5743.5	60.6	129.6	50.2	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	181	49962.8	50210.7	1714650065149.6	1714650065397.5	248.0	1622.5	428.0	3.0	3.0	3.0	23.2	33.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	178	50210.7	50234.9	1714650065397.5	1714650065421.7	24.1	-	-	-	-	-	-	-	1626.2	411.4	1569.8	426.8	1.0	2359.3	3454.2	-2979.5	42.8	86.9	49.7	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	182	50234.9	50426.6	1714650065421.7	1714650065613.5	191.8	1569.6	433.4	3.0	3.0	3.0	18.6	17.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	179	50426.6	50450.7	1714650065613.5	1714650065637.5	24.0	-	-	-	-	-	-	-	1567.0	434.2	1607.0	448.1	0.7	1725.1	2311.7	-2260.7	30.1	57.7	49.8	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	183	50450.7	50754.5	1714650065637.5	1714650065941.4	303.9	1619.5	457.7	3.1	3.1	3.1	30.1	37.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	184	50774.7	50930.5	1714650065961.5	1714650066117.3	155.9	1580.6	460.9	3.2	3.2	3.2	37.6	14.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	180	50930.5	51006.7	1714650066117.3	1714650066193.5	76.2	-	-	-	-	-	-	-	1608.5	461.4	1028.7	318.6	11.6	6506.0	13708.4	-8613.0	152.9	340.2	36.7	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	181	51006.7	51030.5	1714650066193.5	1714650066217.4	23.9	-	-	-	-	-	-	-	1028.7	318.6	1022.4	258.0	0.8	582.2	498.8	-1195.5	32.3	54.4	49.6	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	185	51030.5	51170.4	1714650066217.4	1714650066357.2	139.9	1016.9	298.7	3.2	3.2	3.2	18.2	58.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	182	51170.4	51222.4	1714650066357.2	1714650066409.3	52.0	-	-	-	-	-	-	-	1006.0	303.0	913.2	236.4	2.6	2256.1	4098.1	-2770.2	50.1	103.0	38.8	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	186	51222.4	51522.4	1714650066409.3	1714650066709.2	300.0	898.9	228.4	3.2	3.2	3.2	42.7	23.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	183	51522.4	51546.3	1714650066709.2	1714650066733.2	24.0	-	-	-	-	-	-	-	881.8	224.0	939.7	212.1	1.1	2597.8	3597.1	-3456.2	45.8	87.7	49.8	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	187	51546.3	51762.3	1714650066733.2	1714650066949.1	216.0	934.4	195.0	3.1	3.1	3.1	33.3	39.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	184	51762.3	51786.3	1714650066949.1	1714650066973.1	24.0	-	-	-	-	-	-	-	919.8	174.8	830.4	184.0	1.5	4452.2	12571.1	-995.7	62.8	124.9	49.9	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Blink	Right	6	51786.3	51986.2	1714650066973.1	1714650067173.1	199.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Information	Separator	-	1	0.0	-	1715154094951.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	afab807d9dc3c5b01f74687b25f4fcb0_1920x1080.jpg
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	1	0.8	124.8	1715154094951.9	1715154095075.8	123.9	275.0	40.6	4.6	4.6	4.6	18.6	13.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	1	124.8	156.8	1715154095075.8	1715154095107.9	32.0	-	-	-	-	-	-	-	272.0	34.6	453.7	110.4	3.6	8487.5	11703.0	-12102.3	113.8	249.6	50.6	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	2	156.8	280.7	1715154095107.9	1715154095231.8	123.9	471.2	128.3	4.6	4.6	4.6	35.6	38.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	2	280.7	308.7	1715154095231.8	1715154095259.8	28.0	-	-	-	-	-	-	-	476.1	142.6	438.4	84.4	1.3	2526.5	3769.4	-3268.7	45.1	86.2	42.8	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	3	308.7	464.7	1715154095259.8	1715154095415.8	155.9	438.5	69.7	4.6	4.6	4.6	15.3	21.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	3	464.7	488.7	1715154095415.8	1715154095439.8	24.0	-	-	-	-	-	-	-	434.3	73.9	474.3	66.9	0.8	2021.9	2632.0	-2817.0	34.6	73.7	50.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	4	488.7	1112.6	1715154095439.8	1715154096063.6	623.9	490.2	67.3	4.6	4.6	4.6	36.9	31.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	4	1112.6	1148.7	1715154096063.6	1715154096099.7	36.1	-	-	-	-	-	-	-	494.5	64.4	595.2	62.2	2.3	4519.9	7258.5	-6947.6	62.8	155.8	44.4	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	5	1148.7	1300.5	1715154096099.7	1715154096251.5	151.8	604.0	81.4	4.7	4.7	4.7	18.1	36.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	5	1300.5	1324.4	1715154096251.5	1715154096275.5	24.0	-	-	-	-	-	-	-	606.7	95.7	688.2	93.4	1.2	3256.0	5075.0	-4295.0	51.2	104.0	66.7	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	6	1324.4	1488.4	1715154096275.5	1715154096439.5	163.9	679.6	100.9	4.7	4.7	4.7	34.3	13.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
