Trial	Trial Start Raw Time [ms]	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Tracking Ratio [%]	Category Group	Category	Eye L/R	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Start Raw Time [ms]	Event End Raw Time [ms]	Event Duration [ms]	Fixation Position X [px]	Fixation Position Y [px]	Fixation Average Pupil Size X [px]	Fixation Average Pupil Size Y [px]	Fixation Average Pupil Diameter [mm]	Fixation Dispersion X [px]	Fixation Dispersion Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	AOI Name	Port Status	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	237	80907.2	81363.1	1715154175858.3	1715154176314.2	455.9	639.3	91.8	4.7	4.7	4.7	38.4	37.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	268	81363.1	81387.1	1715154176314.2	1715154176338.2	24.0	-	-	-	-	-	-	-	640.8	92.9	755.2	82.2	2.0	5547.6	7651.0	-7734.7	85.1	179.6	49.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	238	81387.1	81663.0	1715154176338.2	1715154176614.1	275.9	764.0	89.9	4.7	4.7	4.7	25.8	18.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Blink	Right	45	81675.1	81854.9	1715154176626.2	1715154176806.0	179.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	239	81854.9	81950.9	1715154176806.0	1715154176901.9	96.0	790.1	113.1	4.6	4.6	4.6	9.6	55.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	269	81950.9	81994.9	1715154176901.9	1715154176945.9	44.0	-	-	-	-	-	-	-	793.2	130.1	944.8	101.7	3.1	4661.8	7579.7	-7540.5	70.0	174.9	55.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	240	81994.9	82138.8	1715154176945.9	1715154177089.9	143.9	956.9	97.7	4.7	4.7	4.7	20.3	19.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	270	82138.8	82174.8	1715154177089.9	1715154177125.9	36.0	-	-	-	-	-	-	-	954.8	97.8	782.4	96.8	3.1	5981.1	8236.7	-8007.0	86.3	175.2	44.4	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	241	82174.8	82490.8	1715154177125.9	1715154177441.9	316.0	777.7	89.1	4.5	4.5	4.5	23.9	24.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	271	82490.8	82526.9	1715154177441.9	1715154177478.0	36.1	-	-	-	-	-	-	-	773.0	87.7	962.3	77.8	3.5	7565.9	10796.2	-10505.2	97.9	221.3	55.2	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	242	82526.9	82730.7	1715154177478.0	1715154177681.8	203.8	960.8	66.5	4.5	4.5	4.5	17.2	16.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	272	82730.7	82754.8	1715154177681.8	1715154177705.9	24.1	-	-	-	-	-	-	-	959.9	69.5	903.7	71.3	1.0	2830.2	3833.6	-3794.9	42.6	86.3	49.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	243	82754.8	82878.7	1715154177705.9	1715154177829.8	123.9	903.2	85.2	4.5	4.5	4.5	7.7	24.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	244	82918.6	83054.7	1715154177869.7	1715154178005.8	136.1	899.7	92.4	4.6	4.6	4.6	13.6	12.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	245	83074.6	83454.5	1715154178025.6	1715154178405.5	379.9	940.5	95.6	4.6	4.6	4.6	20.2	32.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	246	83470.6	83610.5	1715154178421.7	1715154178561.6	139.9	972.7	89.5	4.7	4.7	4.7	10.7	7.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	273	83610.5	83638.4	1715154178561.6	1715154178589.5	27.9	-	-	-	-	-	-	-	978.9	85.0	905.0	85.3	1.3	2869.8	3928.7	-3669.4	45.7	88.0	42.7	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	247	83638.4	83886.7	1715154178589.5	1715154178837.7	248.3	911.5	95.6	4.7	4.7	4.7	11.4	18.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	248	83914.5	84014.4	1715154178865.6	1715154178965.4	99.8	902.7	99.2	4.8	4.8	4.8	15.4	15.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	274	84014.4	84042.3	1715154178965.4	1715154178993.4	27.9	-	-	-	-	-	-	-	912.5	109.5	1016.7	110.2	1.9	5094.8	6766.5	-7098.0	68.2	147.8	57.2	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	249	84042.3	84254.2	1715154178993.4	1715154179205.3	211.9	1020.8	110.5	4.8	4.8	4.8	20.9	12.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	275	84254.2	84278.2	1715154179205.3	1715154179229.3	24.0	-	-	-	-	-	-	-	1021.3	107.4	1100.4	106.8	1.3	3413.6	4756.1	-4778.2	55.0	116.6	50.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	250	84278.2	84558.2	1715154179229.3	1715154179509.3	280.0	1095.3	104.7	4.8	4.8	4.8	18.7	18.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	276	84558.2	84582.2	1715154179509.3	1715154179533.3	24.0	-	-	-	-	-	-	-	1102.0	102.4	993.2	100.9	1.8	4692.9	6820.5	-6079.5	76.2	140.3	50.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	251	84582.2	85082.1	1715154179533.3	1715154180033.2	499.9	998.3	96.2	4.8	4.8	4.8	16.1	23.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	277	85082.1	85106.0	1715154180033.2	1715154180057.1	23.9	-	-	-	-	-	-	-	1002.9	97.8	1099.8	101.4	1.7	4514.6	5965.6	-6039.8	69.9	135.3	50.3	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	252	85106.0	85470.0	1715154180057.1	1715154180421.1	364.0	1102.8	106.9	4.8	4.8	4.8	17.3	20.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	278	85470.0	85498.1	1715154180421.1	1715154180449.1	28.1	-	-	-	-	-	-	-	1101.5	116.9	1149.4	96.8	1.0	2028.0	3117.5	-2354.0	34.6	70.0	42.6	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	253	85498.1	85609.9	1715154180449.1	1715154180561.0	111.8	1147.7	102.4	4.7	4.7	4.7	28.2	19.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	279	85609.9	85645.9	1715154180561.0	1715154180597.0	36.0	-	-	-	-	-	-	-	1130.5	108.8	1261.3	99.4	2.4	4411.1	6600.5	-5930.2	66.2	140.5	44.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	254	85645.9	85877.8	1715154180597.0	1715154180828.9	232.0	1262.8	75.7	4.7	4.7	4.7	23.5	43.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	255	85905.9	86121.7	1715154180857.0	1715154181072.8	215.9	1266.9	66.9	4.6	4.6	4.6	22.1	16.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	280	86121.7	86149.8	1715154181072.8	1715154181100.8	28.0	-	-	-	-	-	-	-	1252.3	78.4	1355.9	72.9	1.9	4271.4	5571.5	-5776.2	66.1	133.8	43.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	256	86149.8	86405.7	1715154181100.8	1715154181356.7	255.9	1366.6	72.7	4.5	4.5	4.5	19.0	20.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	281	86405.7	86449.6	1715154181356.7	1715154181400.7	44.0	-	-	-	-	-	-	-	1371.5	76.7	1581.5	63.4	3.9	5452.0	9326.6	-7812.4	88.7	197.4	36.4	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	257	86449.6	86733.6	1715154181400.7	1715154181684.7	284.0	1592.8	37.9	4.6	4.6	4.6	23.4	32.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	282	86733.6	86757.7	1715154181684.7	1715154181708.8	24.1	-	-	-	-	-	-	-	1604.0	36.9	1522.4	36.7	1.4	3790.2	4902.2	-5501.7	58.9	128.1	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	258	86757.7	86877.6	1715154181708.8	1715154181828.6	119.9	1511.9	51.5	4.6	4.6	4.6	24.8	33.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Blink	Right	46	86905.5	87073.6	1715154181856.6	1715154182024.7	168.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	259	87149.5	87325.5	1715154182100.6	1715154182276.6	176.0	1572.4	14.8	4.6	4.6	4.6	35.6	19.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	283	87325.5	87349.5	1715154182276.6	1715154182300.6	24.1	-	-	-	-	-	-	-	1560.4	14.5	1639.2	33.3	1.3	3308.7	4668.6	-4696.8	53.7	109.6	49.6	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	260	87349.5	87533.4	1715154182300.6	1715154182484.4	183.8	1639.6	32.8	4.5	4.5	4.5	14.0	16.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	284	87533.4	87633.4	1715154182484.4	1715154182584.5	100.0	-	-	-	-	-	-	-	1641.9	25.8	469.6	123.1	23.3	7062.5	19488.1	-9788.8	232.8	419.2	20.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	261	87633.4	87829.4	1715154182584.5	1715154182780.5	196.0	459.4	127.7	4.6	4.6	4.6	21.0	21.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	285	87829.4	87857.3	1715154182780.5	1715154182808.4	27.9	-	-	-	-	-	-	-	465.3	122.7	384.2	93.4	1.5	3628.5	4892.8	-4840.5	54.6	108.0	43.2	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	262	87909.4	88089.2	1715154182860.4	1715154183040.3	179.8	369.9	76.3	4.5	4.5	4.5	30.4	16.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	286	88089.2	88161.2	1715154183040.3	1715154183112.3	72.0	-	-	-	-	-	-	-	355.3	71.9	1036.2	68.0	13.0	8038.2	16775.9	-11952.3	181.0	346.9	27.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	263	88161.2	88349.2	1715154183112.3	1715154183300.3	187.9	1038.0	78.8	4.4	4.4	4.4	14.6	26.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	264	88369.2	88521.1	1715154183320.3	1715154183472.2	151.8	1115.1	68.8	4.4	4.4	4.4	15.7	31.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	287	88521.1	88553.1	1715154183472.2	1715154183504.2	32.0	-	-	-	-	-	-	-	1112.8	56.4	940.0	70.4	3.4	7572.3	10623.8	-10354.8	105.3	220.1	62.5	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	265	88553.1	88801.2	1715154183504.2	1715154183752.3	248.2	907.9	68.8	4.5	4.5	4.5	49.8	19.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	288	88801.2	88833.1	1715154183752.3	1715154183784.1	31.8	-	-	-	-	-	-	-	910.8	78.0	699.2	88.2	3.8	9031.3	12556.1	-12265.4	118.8	275.6	49.7	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	289	88877.0	88905.0	1715154183828.1	1715154183856.1	28.0	-	-	-	-	-	-	-	695.0	85.5	697.3	79.2	8.4	17211.0	20607.5	-20855.7	297.9	403.6	57.4	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	266	88905.0	89013.1	1715154183856.1	1715154183964.1	108.0	694.3	74.0	4.6	4.6	4.6	13.6	9.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	290	89013.1	89037.0	1715154183964.1	1715154183988.1	24.0	-	-	-	-	-	-	-	694.8	76.6	767.1	76.9	1.2	2705.9	3525.0	-3657.2	48.3	91.6	49.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	267	89037.0	89204.9	1715154183988.1	1715154184156.0	167.9	775.7	74.5	4.6	4.6	4.6	17.1	11.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	291	89204.9	89236.9	1715154184156.0	1715154184188.0	32.0	-	-	-	-	-	-	-	767.9	70.2	572.7	79.1	3.5	8260.4	11200.3	-11283.1	110.7	247.8	50.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	268	89236.9	89548.9	1715154184188.0	1715154184500.0	312.0	563.9	75.0	4.6	4.6	4.6	28.4	20.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	292	89548.9	89573.0	1715154184500.0	1715154184524.1	24.2	-	-	-	-	-	-	-	569.2	85.5	686.0	79.4	2.0	5385.2	7735.2	-6926.5	81.6	170.6	50.2	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	269	89573.0	89808.8	1715154184524.1	1715154184759.9	235.8	680.2	76.6	4.6	4.6	4.6	15.0	26.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	293	89876.8	89904.8	1715154184827.9	1715154184855.9	28.0	-	-	-	-	-	-	-	736.0	88.5	731.5	95.1	8.8	18328.1	22216.5	-21830.2	314.8	424.1	29.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	270	89904.8	90024.7	1715154184855.9	1715154184975.8	119.9	730.3	97.1	4.6	4.6	4.6	7.8	16.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	294	90024.7	90048.8	1715154184975.8	1715154184999.8	24.0	-	-	-	-	-	-	-	730.8	85.1	805.1	84.6	1.3	3470.8	4657.5	-4819.3	52.6	107.7	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	271	90048.8	90192.7	1715154184999.8	1715154185143.8	143.9	804.7	77.1	4.6	4.6	4.6	11.7	12.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	295	90192.7	90220.7	1715154185143.8	1715154185171.8	28.1	-	-	-	-	-	-	-	804.6	74.6	946.0	75.3	2.6	6601.5	8994.9	-8793.5	91.3	187.8	42.7	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	272	90220.7	90452.6	1715154185171.8	1715154185403.7	231.9	958.9	82.9	4.6	4.6	4.6	27.8	20.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	296	90452.6	90484.7	1715154185403.7	1715154185435.8	32.1	-	-	-	-	-	-	-	970.9	87.5	1113.7	81.1	2.6	5470.2	7824.8	-7596.3	82.1	181.1	37.3	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	273	90484.7	90604.5	1715154185435.8	1715154185555.6	119.8	1133.5	83.9	4.5	4.5	4.5	34.0	14.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	297	90604.5	90632.5	1715154185555.6	1715154185583.6	28.0	-	-	-	-	-	-	-	1147.1	91.0	1142.1	89.7	13.6	28681.2	34654.4	-34304.8	484.8	648.2	42.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	298	90648.7	90672.5	1715154185599.8	1715154185623.6	23.9	-	-	-	-	-	-	-	1137.6	90.0	1094.9	80.3	0.8	1613.4	2201.2	-2136.1	31.6	54.9	49.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	274	90672.5	90876.5	1715154185623.6	1715154185827.6	203.9	1093.6	84.3	4.5	4.5	4.5	25.6	10.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	299	90876.5	90940.5	1715154185827.6	1715154185891.6	64.0	-	-	-	-	-	-	-	1093.6	85.0	1430.3	54.1	20.5	15479.5	32666.9	-21678.8	320.7	645.1	37.8	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	275	90940.5	91136.4	1715154185891.6	1715154186087.5	195.9	1445.6	45.7	4.4	4.4	4.4	29.9	17.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	276	91156.5	91384.3	1715154186107.6	1715154186335.4	227.8	1377.6	75.3	4.4	4.4	4.4	38.5	17.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	300	91384.3	91408.4	1715154186335.4	1715154186359.5	24.1	-	-	-	-	-	-	-	1370.6	75.7	1274.6	65.5	1.9	5087.7	7159.5	-6741.7	77.0	164.4	50.3	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	301	91468.4	91496.5	1715154186419.4	1715154186447.6	28.1	-	-	-	-	-	-	-	1264.4	66.0	1267.2	64.4	15.0	20498.5	37953.9	-18739.8	535.1	715.6	56.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	302	91496.5	91524.4	1715154186447.6	1715154186475.5	27.9	-	-	-	-	-	-	-	1267.2	64.4	1263.4	59.0	14.9	20562.9	18707.5	-38049.7	535.3	715.8	28.2	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	303	91560.4	91608.4	1715154186511.5	1715154186559.4	48.0	-	-	-	-	-	-	-	1265.7	60.7	1158.5	58.9	17.0	21856.8	38236.6	-31857.3	353.6	715.9	25.2	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	277	91608.4	91880.3	1715154186559.4	1715154186831.4	271.9	1141.8	67.2	4.5	4.5	4.5	29.4	23.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	304	91920.3	91952.3	1715154186871.4	1715154186903.4	32.0	-	-	-	-	-	-	-	1137.1	62.5	1232.1	68.4	14.8	30221.7	35827.8	-40129.3	461.4	776.6	62.1	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	305	92060.3	92140.3	1715154187011.4	1715154187091.3	79.9	-	-	-	-	-	-	-	1222.6	74.1	377.0	136.3	16.5	9495.1	17835.4	-32740.3	206.7	384.0	29.8	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	278	92184.3	92272.1	1715154187135.4	1715154187223.2	87.8	376.7	147.8	4.6	4.6	4.6	19.7	29.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	306	92328.1	92352.1	1715154187279.2	1715154187303.2	24.0	-	-	-	-	-	-	-	356.4	127.7	452.0	130.3	1.6	4226.1	5880.7	-5401.8	68.6	130.0	49.9	-	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Fixation	Right	279	92352.1	92480.1	1715154187303.2	1715154187431.1	127.9	451.7	117.5	4.7	4.7	4.7	5.5	18.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1715154094951.1	P3.rtf	0.0	117973.8	BC03015	92.9	Eye	Saccade	Right	307	92480.1	92508.0	1715154187431.1	1715154187459.1	28.0	-	-	-	-	-	-	-	448.4	116.1	445.0	109.2	5.5	11326.1	13933.1	-13400.1	195.6	262.7	28.7	-	-	-	-	-	-	-	-	-	-
