Name,char_xmin,char_ymin,char_xmax,char_ymax,width,height,paragraph,section,word,letter,region,assigned_line,char,char_x_center,char_y_center,trial_id
__re_p1_s1_w1_c2_r0_l4_t,1119,330,1129,372,10,42,1,1,1,2,0,4,t,1124,351,1
__re_p1_s1_w1_c3_r0_l4_r,1129,330,1140,372,11,42,1,1,1,3,0,4,r,1134.5,351,1
__re_p1_s1_w1_c4_r0_l4_i,1141,330,1148,372,7,42,1,1,1,4,0,4,i,1144.5,351,1
__re_p1_s1_w1_c5_r0_l4_b,1149,330,1169,372,20,42,1,1,1,5,0,4,b,1159,351,1
__re_p1_s1_w1_c6_r0_l4_u,1169,330,1189,372,20,42,1,1,1,6,0,4,u,1179,351,1
__re_p1_s1_w1_c7_r0_l4_í,1189,330,1199,372,10,42,1,1,1,7,0,4,í,1194,351,1
__re_p1_s1_w1_c8_r0_l4_a,1199,330,1219,372,20,42,1,1,1,8,0,4,a,1209,351,1
__re_p1_s1_w1_c9_r0_l4_n,1219,330,1248,372,29,42,1,1,1,9,0,4,n,1233.5,351,1
__re_p1_s1_w1_c1_r0_l4_l,1248,330,1264,372,16,42,1,1,1,1,0,4,l,1256,351,1
__re_p1_s1_w1_c2_r0_l4_o,1265,330,1285,372,20,42,1,1,1,2,0,4,o,1275,351,1
__re_p1_s1_w1_c3_r0_l4_s,1285,330,1312,372,27,42,1,1,1,3,0,4,s,1298.5,351,1
__re_p1_s1_w1_c1_r0_l4_s,1312,330,1339,372,27,42,1,1,1,1,0,4,s,1325.5,351,1
__re_p1_s1_w1_c2_r0_l4_a,1339,330,1359,372,20,42,1,1,1,2,0,4,a,1349,351,1
__re_p1_s1_w1_c3_r0_l4_c,1359,330,1377,372,18,42,1,1,1,3,0,4,c,1368,351,1
__re_p1_s1_w1_c4_r0_l4_e,1377,330,1397,372,20,42,1,1,1,4,0,4,e,1387,351,1
__re_p1_s1_w1_c5_r0_l4_r,1397,330,1408,372,11,42,1,1,1,5,0,4,r,1402.5,351,1
__re_p1_s1_w1_c6_r0_l4_d,1409,330,1429,372,20,42,1,1,1,6,0,4,d,1419,351,1
__re_p1_s1_w1_c7_r0_l4_o,1429,330,1449,372,20,42,1,1,1,7,0,4,o,1439,351,1
__re_p1_s1_w1_c8_r0_l4_t,1449,330,1459,372,10,42,1,1,1,8,0,4,t,1454,351,1
__re_p1_s1_w1_c9_r0_l4_e,1459,330,1479,372,20,42,1,1,1,9,0,4,e,1469,351,1
__re_p1_s1_w1_c10_r0_l4_s,1479,330,1506,372,27,42,1,1,1,10,0,4,s,1492.5,351,1
__re_p1_s1_w1_c1_r0_l4_c,1506,330,1533,372,27,42,1,1,1,1,0,4,c,1519.5,351,1
__re_p1_s1_w1_c2_r0_l4_h,1533,330,1553,372,20,42,1,1,1,2,0,4,h,1543,351,1
__re_p1_s1_w1_c3_r0_l4_i,1553,330,1560,372,7,42,1,1,1,3,0,4,i,1556.5,351,1
__re_p1_s1_w1_c4_r0_l4_n,1561,330,1581,372,20,42,1,1,1,4,0,4,n,1571,351,1
__re_p1_s1_w1_c5_r0_l4_o,1581,330,1601,372,20,42,1,1,1,5,0,4,o,1591,351,1
__re_p1_s1_w1_c6_r0_l4_s,1601,330,1628,372,27,42,1,1,1,6,0,4,s,1614.5,351,1
__re_p1_s1_w1_c1_r0_l4_y,1628,330,1660,372,32,42,1,1,1,1,0,4,y,1644,351,1
__re_p1_s1_w1_c1_r0_l4_b,260,372,285,413,25,41,1,1,1,1,0,4,b,272.5,392.5,1
__re_p1_s1_w1_c2_r0_l4_a,285,372,305,413,20,41,1,1,1,2,0,4,a,295,392.5,1
__re_p1_s1_w1_c3_r0_l4_b,305,372,325,413,20,41,1,1,1,3,0,4,b,315,392.5,1
__re_p1_s1_w1_c4_r0_l4_i,325,372,332,413,7,41,1,1,1,4,0,4,i,328.5,392.5,1
__re_p1_s1_w1_c5_r0_l4_l,333,372,340,413,7,41,1,1,1,5,0,4,l,336.5,392.5,1
__re_p1_s1_w1_c6_r0_l4_ó,341,372,361,413,20,41,1,1,1,6,0,4,ó,351,392.5,1
__re_p1_s1_w1_c7_r0_l4_n,361,372,381,413,20,41,1,1,1,7,0,4,n,371,392.5,1
__re_p1_s1_w1_c8_r0_l4_i,381,372,388,413,7,41,1,1,1,8,0,4,i,384.5,392.5,1
__re_p1_s1_w1_c9_r0_l4_c,389,372,407,413,18,41,1,1,1,9,0,4,c,398,392.5,1
__re_p1_s1_w1_c10_r0_l4_o,407,372,427,413,20,41,1,1,1,10,0,4,o,417,392.5,1
__re_p1_s1_w1_c11_r0_l4_s,427,372,452,413,25,41,1,1,1,11,0,4,s,439.5,392.5,1
__re_p1_s1_w1_c1_r0_l4_e,452,372,486,413,34,41,1,1,1,1,0,4,e,469,392.5,1
__re_p1_s1_w1_c1_r0_l4_i,487,372,501,413,14,41,1,1,1,1,0,4,i,494,392.5,1
__re_p1_s1_w1_c2_r0_l4_n,502,372,522,413,20,41,1,1,1,2,0,4,n,512,392.5,1
__re_p1_s1_w1_c3_r0_l4_c,522,372,540,413,18,41,1,1,1,3,0,4,c,531,392.5,1
__re_p1_s1_w1_c4_r0_l4_l,540,372,547,413,7,41,1,1,1,4,0,4,l,543.5,392.5,1
__re_p1_s1_w1_c5_r0_l4_u,548,372,568,413,20,41,1,1,1,5,0,4,u,558,392.5,1
__re_p1_s1_w1_c6_r0_l4_s,568,372,586,413,18,41,1,1,1,6,0,4,s,577,392.5,1
__re_p1_s1_w1_c7_r0_l4_o,586,372,613,413,27,41,1,1,1,7,0,4,o,599.5,392.5,1
__re_p1_s1_w1_c1_r0_l4_c,614,372,639,413,25,41,1,1,1,1,0,4,c,626.5,392.5,1
__re_p1_s1_w1_c2_r0_l4_o,639,372,659,413,20,41,1,1,1,2,0,4,o,649,392.5,1
__re_p1_s1_w1_c3_r0_l4_n,659,372,679,413,20,41,1,1,1,3,0,4,n,669,392.5,1
__re_p1_s1_w1_c4_r0_l4_t,679,372,689,413,10,41,1,1,1,4,0,4,t,684,392.5,1
__re_p1_s1_w1_c5_r0_l4_e,689,372,709,413,20,41,1,1,1,5,0,4,e,699,392.5,1
__re_p1_s1_w1_c6_r0_l4_m,709,372,738,413,29,41,1,1,1,6,0,4,m,723.5,392.5,1
__re_p1_s1_w1_c7_r0_l4_p,739,372,759,413,20,41,1,1,1,7,0,4,p,749,392.5,1
__re_p1_s1_w1_c8_r0_l4_o,759,372,779,413,20,41,1,1,1,8,0,4,o,769,392.5,1
__re_p1_s1_w1_c9_r0_l4_r,779,372,790,413,11,41,1,1,1,9,0,4,r,784.5,392.5,1
__re_p1_s1_w1_c10_r0_l4_á,791,372,811,413,20,41,1,1,1,10,0,4,á,801,392.5,1
__re_p1_s1_w1_c11_r0_l4_n,811,372,831,413,20,41,1,1,1,11,0,4,n,821,392.5,1
__re_p1_s1_w1_c12_r0_l4_e,831,372,851,413,20,41,1,1,1,12,0,4,e,841,392.5,1
__re_p1_s1_w1_c13_r0_l4_o,851,372,871,413,20,41,1,1,1,13,0,4,o,861,392.5,1
__re_p1_s1_w1_c14_r0_l4_s,871,372,896,413,25,41,1,1,1,14,0,4,s,883.5,392.5,1
__re_p1_s1_w1_c1_r0_l4_d,897,372,924,413,27,41,1,1,1,1,0,4,d,910.5,392.5,1
__re_p1_s1_w1_c2_r0_l4_e,924,372,950,413,26,41,1,1,1,2,0,4,e,937,392.5,1
__re_p1_s1_w1_c1_r0_l4_A,951,372,981,413,30,41,1,1,1,1,0,4,A,966,392.5,1
__re_p1_s1_w1_c2_r0_l4_r,981,372,992,413,11,41,1,1,1,2,0,4,r,986.5,392.5,1
__re_p1_s1_w1_c3_r0_l4_i,993,372,1000,413,7,41,1,1,1,3,0,4,i,996.5,392.5,1
__re_p1_s1_w1_c4_r0_l4_s,1001,372,1019,413,18,41,1,1,1,4,0,4,s,1010,392.5,1
__re_p1_s1_w1_c5_r0_l4_t,1019,372,1029,413,10,41,1,1,1,5,0,4,t,1024,392.5,1
__re_p1_s1_w1_c6_r0_l4_ó,1029,372,1049,413,20,41,1,1,1,6,0,4,ó,1039,392.5,1
__re_p1_s1_w1_c7_r0_l4_t,1049,372,1059,413,10,41,1,1,1,7,0,4,t,1054,392.5,1
__re_p1_s1_w1_c8_r0_l4_e,1059,372,1079,413,20,41,1,1,1,8,0,4,e,1069,392.5,1
__re_p1_s1_w1_c9_r0_l4_l,1079,372,1086,413,7,41,1,1,1,9,0,4,l,1082.5,392.5,1
__re_p1_s1_w1_c10_r0_l4_e,1087,372,1107,413,20,41,1,1,1,10,0,4,e,1097,392.5,1
__re_p1_s1_w1_c11_r0_l4_s,1107,372,1125,413,18,41,1,1,1,11,0,4,s,1116,392.5,1
"__re_p1_s1_w1_c12_r0_l4_,",1125,372,1142,413,17,41,1,1,1,12,0,4,",",1133.5,392.5,1
__re_p1_s1_w1_c1_r0_l4_n,1142,372,1169,413,27,41,1,1,1,1,0,4,n,1155.5,392.5,1
__re_p1_s1_w1_c2_r0_l4_u,1169,372,1189,413,20,41,1,1,1,2,0,4,u,1179,392.5,1
__re_p1_s1_w1_c3_r0_l4_e,1189,372,1209,413,20,41,1,1,1,3,0,4,e,1199,392.5,1
__re_p1_s1_w1_c4_r0_l4_s,1209,372,1227,413,18,41,1,1,1,4,0,4,s,1218,392.5,1
__re_p1_s1_w1_c5_r0_l4_t,1227,372,1237,413,10,41,1,1,1,5,0,4,t,1232,392.5,1
__re_p1_s1_w1_c6_r0_l4_r,1237,372,1248,413,11,41,1,1,1,6,0,4,r,1242.5,392.5,1
__re_p1_s1_w1_c7_r0_l4_a,1249,372,1276,413,27,41,1,1,1,7,0,4,a,1262.5,392.5,1
__re_p1_s1_w1_c1_r0_l4_c,1277,372,1302,413,25,41,1,1,1,1,0,4,c,1289.5,392.5,1
__re_p1_s1_w1_c2_r0_l4_u,1302,372,1322,413,20,41,1,1,1,2,0,4,u,1312,392.5,1
__re_p1_s1_w1_c3_r0_l4_l,1322,372,1329,413,7,41,1,1,1,3,0,4,l,1325.5,392.5,1
__re_p1_s1_w1_c4_r0_l4_t,1330,372,1340,413,10,41,1,1,1,4,0,4,t,1335,392.5,1
__re_p1_s1_w1_c5_r0_l4_u,1340,372,1360,413,20,41,1,1,1,5,0,4,u,1350,392.5,1
__re_p1_s1_w1_c6_r0_l4_r,1360,372,1371,413,11,41,1,1,1,6,0,4,r,1365.5,392.5,1
__re_p1_s1_w1_c7_r0_l4_a,1372,372,1399,413,27,41,1,1,1,7,0,4,a,1385.5,392.5,1
__re_p1_s1_w1_c1_r0_l4_h,1400,372,1427,413,27,41,1,1,1,1,0,4,h,1413.5,392.5,1
__re_p1_s1_w1_c2_r0_l4_e,1427,372,1447,413,20,41,1,1,1,2,0,4,e,1437,392.5,1
__re_p1_s1_w1_c3_r0_l4_r,1447,372,1458,413,11,41,1,1,1,3,0,4,r,1452.5,392.5,1
__re_p1_s1_w1_c4_r0_l4_e,1459,372,1479,413,20,41,1,1,1,4,0,4,e,1469,392.5,1
__re_p1_s1_w1_c5_r0_l4_d,1479,372,1499,413,20,41,1,1,1,5,0,4,d,1489,392.5,1
__re_p1_s1_w1_c6_r0_l4_ó,1499,372,1526,413,27,41,1,1,1,6,0,4,ó,1512.5,392.5,1
__re_p1_s1_w1_c1_r0_l4_q,1527,372,1554,413,27,41,1,1,1,1,0,4,q,1540.5,392.5,1
__re_p1_s1_w1_c2_r0_l4_u,1554,372,1574,413,20,41,1,1,1,2,0,4,u,1564,392.5,1
__re_p1_s1_w1_c3_r0_l4_e,1574,372,1601,413,27,41,1,1,1,3,0,4,e,1587.5,392.5,1
__re_p1_s1_w1_c1_r0_l4_l,1601,372,1615,413,14,41,1,1,1,1,0,4,l,1608,392.5,1
__re_p1_s1_w1_c2_r0_l4_o,1616,372,1636,413,20,41,1,1,1,2,0,4,o,1626,392.5,1
__re_p1_s1_w1_c3_r0_l4_s,1637,372,1660,413,23,41,1,1,1,3,0,4,s,1648.5,392.5,1
__re_p1_s1_w1_c1_r0_l5_c,260,413,283,454,23,41,1,1,1,1,0,5,c,271.5,433.5,1
__re_p1_s1_w1_c2_r0_l5_o,283,413,303,454,20,41,1,1,1,2,0,5,o,293,433.5,1
__re_p1_s1_w1_c3_r0_l5_m,303,413,332,454,29,41,1,1,1,3,0,5,m,317.5,433.5,1
__re_p1_s1_w1_c4_r0_l5_e,333,413,353,454,20,41,1,1,1,4,0,5,e,343,433.5,1
__re_p1_s1_w1_c5_r0_l5_t,353,413,363,454,10,41,1,1,1,5,0,5,t,358,433.5,1
__re_p1_s1_w1_c6_r0_l5_a,363,413,383,454,20,41,1,1,1,6,0,5,a,373,433.5,1
__re_p1_s1_w1_c7_r0_l5_s,383,413,412,454,29,41,1,1,1,7,0,5,s,397.5,433.5,1
__re_p1_s1_w1_c1_r0_l5_e,412,413,443,454,31,41,1,1,1,1,0,5,e,427.5,433.5,1
__re_p1_s1_w1_c2_r0_l5_r,443,413,454,454,11,41,1,1,1,2,0,5,r,448.5,433.5,1
__re_p1_s1_w1_c3_r0_l5_a,455,413,475,454,20,41,1,1,1,3,0,5,a,465,433.5,1
__re_p1_s1_w1_c4_r0_l5_n,475,413,495,454,20,41,1,1,1,4,0,5,n,485,433.5,1
"__re_p1_s1_w1_c5_r0_l5_,",495,413,516,454,21,41,1,1,1,5,0,5,",",505.5,433.5,1
__re_p1_s1_w1_c1_r0_l5_e,516,413,547,454,31,41,1,1,1,1,0,5,e,531.5,433.5,1
__re_p1_s1_w1_c2_r0_l5_n,547,413,578,454,31,41,1,1,1,2,0,5,n,562.5,433.5,1
__re_p1_s1_w1_c1_r0_l5_r,578,413,600,454,22,41,1,1,1,1,0,5,r,589,433.5,1
__re_p1_s1_w1_c2_r0_l5_e,601,413,621,454,20,41,1,1,1,2,0,5,e,611,433.5,1
__re_p1_s1_w1_c3_r0_l5_a,621,413,641,454,20,41,1,1,1,3,0,5,a,631,433.5,1
__re_p1_s1_w1_c4_r0_l5_l,641,413,648,454,7,41,1,1,1,4,0,5,l,644.5,433.5,1
__re_p1_s1_w1_c5_r0_l5_i,649,413,656,454,7,41,1,1,1,5,0,5,i,652.5,433.5,1
__re_p1_s1_w1_c6_r0_l5_d,657,413,677,454,20,41,1,1,1,6,0,5,d,667,433.5,1
__re_p1_s1_w1_c7_r0_l5_a,677,413,697,454,20,41,1,1,1,7,0,5,a,687,433.5,1
__re_p1_s1_w1_c8_r0_l5_d,697,413,717,454,20,41,1,1,1,8,0,5,d,707,433.5,1
"__re_p1_s1_w1_c9_r0_l5_,",717,413,738,454,21,41,1,1,1,9,0,5,",",727.5,433.5,1
__re_p1_s1_w1_c1_r0_l5_f,738,413,759,454,21,41,1,1,1,1,0,5,f,748.5,433.5,1
__re_p1_s1_w1_c2_r0_l5_e,759,413,779,454,20,41,1,1,1,2,0,5,e,769,433.5,1
__re_p1_s1_w1_c3_r0_l5_n,779,413,799,454,20,41,1,1,1,3,0,5,n,789,433.5,1
__re_p1_s1_w1_c4_r0_l5_ó,799,413,819,454,20,41,1,1,1,4,0,5,ó,809,433.5,1
__re_p1_s1_w1_c5_r0_l5_m,819,413,848,454,29,41,1,1,1,5,0,5,m,833.5,433.5,1
__re_p1_s1_w1_c6_r0_l5_e,849,413,869,454,20,41,1,1,1,6,0,5,e,859,433.5,1
__re_p1_s1_w1_c7_r0_l5_n,869,413,889,454,20,41,1,1,1,7,0,5,n,879,433.5,1
__re_p1_s1_w1_c8_r0_l5_o,890,413,910,454,20,41,1,1,1,8,0,5,o,900,433.5,1
__re_p1_s1_w1_c9_r0_l5_s,910,413,939,454,29,41,1,1,1,9,0,5,s,924.5,433.5,1
__re_p1_s1_w1_c1_r0_l5_a,939,413,970,454,31,41,1,1,1,1,0,5,a,954.5,433.5,1
__re_p1_s1_w1_c2_r0_l5_t,970,413,980,454,10,41,1,1,1,2,0,5,t,975,433.5,1
__re_p1_s1_w1_c3_r0_l5_m,980,413,1009,454,29,41,1,1,1,3,0,5,m,994.5,433.5,1
__re_p1_s1_w1_c4_r0_l5_o,1010,413,1030,454,20,41,1,1,1,4,0,5,o,1020,433.5,1
__re_p1_s1_w1_c5_r0_l5_s,1030,413,1048,454,18,41,1,1,1,5,0,5,s,1039,433.5,1
__re_p1_s1_w1_c6_r0_l5_f,1048,413,1058,454,10,41,1,1,1,6,0,5,f,1053,433.5,1
__re_p1_s1_w1_c7_r0_l5_é,1058,413,1078,454,20,41,1,1,1,7,0,5,é,1068,433.5,1
__re_p1_s1_w1_c8_r0_l5_r,1078,413,1089,454,11,41,1,1,1,8,0,5,r,1083.5,433.5,1
__re_p1_s1_w1_c9_r0_l5_i,1090,413,1097,454,7,41,1,1,1,9,0,5,i,1093.5,433.5,1
__re_p1_s1_w1_c10_r0_l5_c,1098,413,1116,454,18,41,1,1,1,10,0,5,c,1107,433.5,1
__re_p1_s1_w1_c11_r0_l5_o,1116,413,1136,454,20,41,1,1,1,11,0,5,o,1126,433.5,1
__re_p1_s1_w1_c12_r0_l5_s,1136,413,1165,454,29,41,1,1,1,12,0,5,s,1150.5,433.5,1
__re_p1_s1_w1_c1_r0_l5_¡,1165,413,1187,454,22,41,1,1,1,1,0,5,¡,1176,433.5,1
__re_p1_s1_w1_c2_r0_l5_I,1188,413,1198,454,10,41,1,1,1,2,0,5,I,1193,433.5,1
__re_p1_s1_w1_c3_r0_l5_n,1198,413,1218,454,20,41,1,1,1,3,0,5,n,1208,433.5,1
__re_p1_s1_w1_c4_r0_l5_c,1218,413,1236,454,18,41,1,1,1,4,0,5,c,1227,433.5,1
__re_p1_s1_w1_c5_r0_l5_l,1236,413,1243,454,7,41,1,1,1,5,0,5,l,1239.5,433.5,1
__re_p1_s1_w1_c6_r0_l5_u,1244,413,1264,454,20,41,1,1,1,6,0,5,u,1254,433.5,1
__re_p1_s1_w1_c7_r0_l5_s,1264,413,1282,454,18,41,1,1,1,7,0,5,s,1273,433.5,1
__re_p1_s1_w1_c8_r0_l5_o,1282,413,1313,454,31,41,1,1,1,8,0,5,o,1297.5,433.5,1
__re_p1_s1_w1_c1_r0_l5_G,1313,413,1352,454,39,41,1,1,1,1,0,5,G,1332.5,433.5,1
__re_p1_s1_w1_c2_r0_l5_a,1352,413,1372,454,20,41,1,1,1,2,0,5,a,1362,433.5,1
__re_p1_s1_w1_c3_r0_l5_l,1372,413,1379,454,7,41,1,1,1,3,0,5,l,1375.5,433.5,1
__re_p1_s1_w1_c4_r0_l5_i,1380,413,1387,454,7,41,1,1,1,4,0,5,i,1383.5,433.5,1
__re_p1_s1_w1_c5_r0_l5_l,1388,413,1395,454,7,41,1,1,1,5,0,5,l,1391.5,433.5,1
__re_p1_s1_w1_c6_r0_l5_e,1396,413,1416,454,20,41,1,1,1,6,0,5,e,1406,433.5,1
__re_p1_s1_w1_c7_r0_l5_o,1416,413,1447,454,31,41,1,1,1,7,0,5,o,1431.5,433.5,1
__re_p1_s1_w1_c1_r0_l5_(,1447,413,1469,454,22,41,1,1,1,1,0,5,(,1458,433.5,1
__re_p1_s1_w1_c2_r0_l5_1,1470,413,1490,454,20,41,1,1,1,2,0,5,1,1480,433.5,1
__re_p1_s1_w1_c3_r0_l5_5,1490,413,1510,454,20,41,1,1,1,3,0,5,5,1500,433.5,1
__re_p1_s1_w1_c4_r0_l5_6,1510,413,1530,454,20,41,1,1,1,4,0,5,6,1520,433.5,1
__re_p1_s1_w1_c5_r0_l5_4,1530,413,1550,454,20,41,1,1,1,5,0,5,4,1540,433.5,1
__re_p1_s1_w1_c6_r0_l5_-,1550,413,1561,454,11,41,1,1,1,6,0,5,-,1555.5,433.5,1
__re_p1_s1_w1_c7_r0_l5_1,1562,413,1582,454,20,41,1,1,1,7,0,5,1,1572,433.5,1
__re_p1_s1_w1_c8_r0_l5_6,1582,413,1602,454,20,41,1,1,1,8,0,5,6,1592,433.5,1
__re_p1_s1_w1_c9_r0_l5_4,1602,413,1622,454,20,41,1,1,1,9,0,5,4,1612,433.5,1
__re_p1_s1_w1_c10_r0_l5_2,1622,413,1642,454,20,41,1,1,1,10,0,5,2,1632,433.5,1
__re_p1_s1_w1_c11_r0_l5_),1643,413,1660,454,17,41,1,1,1,11,0,5,),1651.5,433.5,1
__re_p1_s1_w1_c1_r0_l5_a,260,454,285,496,25,42,1,1,1,1,0,5,a,272.5,475,1
__re_p1_s1_w1_c2_r0_l5_f,285,454,295,496,10,42,1,1,1,2,0,5,f,290,475,1
__re_p1_s1_w1_c3_r0_l5_i,295,454,302,496,7,42,1,1,1,3,0,5,i,298.5,475,1
__re_p1_s1_w1_c4_r0_l5_r,303,454,314,496,11,42,1,1,1,4,0,5,r,308.5,475,1
__re_p1_s1_w1_c5_r0_l5_m,315,454,344,496,29,42,1,1,1,5,0,5,m,329.5,475,1
__re_p1_s1_w1_c6_r0_l5_a,344,454,364,496,20,42,1,1,1,6,0,5,a,354,475,1
__re_p1_s1_w1_c7_r0_l5_b,365,454,385,496,20,42,1,1,1,7,0,5,b,375,475,1
__re_p1_s1_w1_c8_r0_l5_a,385,454,416,496,31,42,1,1,1,8,0,5,a,400.5,475,1
__re_p1_s1_w1_c1_r0_l5_q,417,454,448,496,31,42,1,1,1,1,0,5,q,432.5,475,1
__re_p1_s1_w1_c2_r0_l5_u,448,454,468,496,20,42,1,1,1,2,0,5,u,458,475,1
__re_p1_s1_w1_c3_r0_l5_e,468,454,499,496,31,42,1,1,1,3,0,5,e,483.5,475,1
__re_p1_s1_w1_c1_r0_l5_l,500,454,518,496,18,42,1,1,1,1,0,5,l,509,475,1
__re_p1_s1_w1_c2_r0_l5_o,519,454,539,496,20,42,1,1,1,2,0,5,o,529,475,1
__re_p1_s1_w1_c3_r0_l5_s,539,454,569,496,30,42,1,1,1,3,0,5,s,554,475,1
__re_p1_s1_w1_c1_r0_l5_c,569,454,599,496,30,42,1,1,1,1,0,5,c,584,475,1
__re_p1_s1_w1_c2_r0_l5_o,599,454,619,496,20,42,1,1,1,2,0,5,o,609,475,1
__re_p1_s1_w1_c3_r0_l5_m,619,454,648,496,29,42,1,1,1,3,0,5,m,633.5,475,1
__re_p1_s1_w1_c4_r0_l5_e,649,454,669,496,20,42,1,1,1,4,0,5,e,659,475,1
__re_p1_s1_w1_c5_r0_l5_t,669,454,679,496,10,42,1,1,1,5,0,5,t,674,475,1
__re_p1_s1_w1_c6_r0_l5_a,679,454,699,496,20,42,1,1,1,6,0,5,a,689,475,1
__re_p1_s1_w1_c7_r0_l5_s,699,454,728,496,29,42,1,1,1,7,0,5,s,713.5,475,1
__re_p1_s1_w1_c1_r0_l5_e,729,454,760,496,31,42,1,1,1,1,0,5,e,744.5,475,1
__re_p1_s1_w1_c2_r0_l5_r,760,454,771,496,11,42,1,1,1,2,0,5,r,765.5,475,1
__re_p1_s1_w1_c3_r0_l5_a,772,454,792,496,20,42,1,1,1,3,0,5,a,782,475,1
__re_p1_s1_w1_c4_r0_l5_n,792,454,823,496,31,42,1,1,1,4,0,5,n,807.5,475,1
__re_p1_s1_w1_c1_r0_l5_«,824,454,855,496,31,42,1,1,1,1,0,5,«,839.5,475,1
__re_p1_s1_w1_c2_r0_l5_i,855,454,862,496,7,42,1,1,1,2,0,5,i,858.5,475,1
__re_p1_s1_w1_c3_r0_l5_l,863,454,870,496,7,42,1,1,1,3,0,5,l,866.5,475,1
__re_p1_s1_w1_c4_r0_l5_u,871,454,891,496,20,42,1,1,1,4,0,5,u,881,475,1
__re_p1_s1_w1_c5_r0_l5_s,892,454,910,496,18,42,1,1,1,5,0,5,s,901,475,1
__re_p1_s1_w1_c6_r0_l5_i,910,454,917,496,7,42,1,1,1,6,0,5,i,913.5,475,1
__re_p1_s1_w1_c7_r0_l5_o,918,454,938,496,20,42,1,1,1,7,0,5,o,928,475,1
__re_p1_s1_w1_c8_r0_l5_n,938,454,958,496,20,42,1,1,1,8,0,5,n,948,475,1
__re_p1_s1_w1_c9_r0_l5_e,958,454,978,496,20,42,1,1,1,9,0,5,e,968,475,1
__re_p1_s1_w1_c10_r0_l5_s,978,454,996,496,18,42,1,1,1,10,0,5,s,987,475,1
__re_p1_s1_w1_c11_r0_l5_»,996,454,1027,496,31,42,1,1,1,11,0,5,»,1011.5,475,1
__re_p1_s1_w1_c1_r0_l5_o,1028,454,1070,496,42,42,1,1,1,1,0,5,o,1049,475,1
__re_p1_s1_w1_c1_r0_l5_r,1071,454,1093,496,22,42,1,1,1,1,0,5,r,1082,475,1
__re_p1_s1_w1_c2_r0_l5_e,1094,454,1114,496,20,42,1,1,1,2,0,5,e,1104,475,1
__re_p1_s1_w1_c3_r0_l5_f,1114,454,1124,496,10,42,1,1,1,3,0,5,f,1119,475,1
__re_p1_s1_w1_c4_r0_l5_l,1124,454,1131,496,7,42,1,1,1,4,0,5,l,1127.5,475,1
__re_p1_s1_w1_c5_r0_l5_e,1132,454,1152,496,20,42,1,1,1,5,0,5,e,1142,475,1
__re_p1_s1_w1_c6_r0_l5_j,1152,454,1159,496,7,42,1,1,1,6,0,5,j,1155.5,475,1
__re_p1_s1_w1_c7_r0_l5_o,1160,454,1180,496,20,42,1,1,1,7,0,5,o,1170,475,1
__re_p1_s1_w1_c8_r0_l5_s,1180,454,1210,496,30,42,1,1,1,8,0,5,s,1195,475,1
__re_p1_s1_w1_c1_r0_l5_a,1210,454,1242,496,32,42,1,1,1,1,0,5,a,1226,475,1
__re_p1_s1_w1_c2_r0_l5_t,1242,454,1252,496,10,42,1,1,1,2,0,5,t,1247,475,1
__re_p1_s1_w1_c3_r0_l5_m,1252,454,1281,496,29,42,1,1,1,3,0,5,m,1266.5,475,1
__re_p1_s1_w1_c4_r0_l5_o,1282,454,1302,496,20,42,1,1,1,4,0,5,o,1292,475,1
__re_p1_s1_w1_c5_r0_l5_s,1302,454,1320,496,18,42,1,1,1,5,0,5,s,1311,475,1
__re_p1_s1_w1_c6_r0_l5_f,1320,454,1330,496,10,42,1,1,1,6,0,5,f,1325,475,1
__re_p1_s1_w1_c7_r0_l5_é,1330,454,1350,496,20,42,1,1,1,7,0,5,é,1340,475,1
__re_p1_s1_w1_c8_r0_l5_r,1350,454,1361,496,11,42,1,1,1,8,0,5,r,1355.5,475,1
__re_p1_s1_w1_c9_r0_l5_i,1362,454,1369,496,7,42,1,1,1,9,0,5,i,1365.5,475,1
__re_p1_s1_w1_c10_r0_l5_c,1370,454,1388,496,18,42,1,1,1,10,0,5,c,1379,475,1
__re_p1_s1_w1_c11_r0_l5_o,1388,454,1408,496,20,42,1,1,1,11,0,5,o,1398,475,1
__re_p1_s1_w1_c12_r0_l5_s,1408,454,1426,496,18,42,1,1,1,12,0,5,s,1417,475,1
__re_p1_s1_w1_c13_r0_l5_!,1426,454,1447,496,21,42,1,1,1,13,0,5,!,1436.5,475,1
__re_p1_s1_w1_c1_r0_l5_H,1448,454,1484,496,36,42,1,1,1,1,0,5,H,1466,475,1
__re_p1_s1_w1_c2_r0_l5_o,1485,454,1505,496,20,42,1,1,1,2,0,5,o,1495,475,1
__re_p1_s1_w1_c3_r0_l5_y,1505,454,1534,496,29,42,1,1,1,3,0,5,y,1519.5,475,1
__re_p1_s1_w1_c1_r0_l5_h,1535,454,1566,496,31,42,1,1,1,1,0,5,h,1550.5,475,1
__re_p1_s1_w1_c2_r0_l5_e,1566,454,1586,496,20,42,1,1,1,2,0,5,e,1576,475,1
__re_p1_s1_w1_c3_r0_l5_m,1586,454,1615,496,29,42,1,1,1,3,0,5,m,1600.5,475,1
__re_p1_s1_w1_c4_r0_l5_o,1616,454,1636,496,20,42,1,1,1,4,0,5,o,1626,475,1
__re_p1_s1_w1_c5_r0_l5_s,1637,454,1660,496,23,42,1,1,1,5,0,5,s,1648.5,475,1
